"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","pseAbility","langinst","wPercentCxPSE","rawPercentCxPSE","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","pseAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"580",580,580,"Y",999,2,1,NA,1,2,-1.78216933382272,"en",0.25,0.21875,20,83,NA,NA,68,0,84,8,"EL",258,-1.08044745015437,"EL","Eligible","Hispanic","en","ES"
"581",581,581,"Y",999,1,0,NA,0,NA,0.187970476525537,"en",0.675,0.65625,20,89,102,86,NA,0,87,8,"EO",NA,0.789390576169554,"EO","Eligible","Hispanic","en","EO"
"582",582,582,"Y",700,0,1,NA,1,1,-1.21043296874106,"es",0.375,0.34375,20,90,NA,NA,93,0,80,8,"EL",150,-0.374975373040272,"EL","Ineligible","Hispanic","es","ES"
"583",583,583,"Y",999,2,0,NA,0,NA,-1.94988569124135,"en",0.225,0.21875,20,80,75,89,NA,0,88,8,"EO",NA,-1.38189951960544,"EO","Eligible","Hispanic","en","EO"
"584",584,584,"Y",999,0,0,NA,0,NA,-1.51314026587959,"en",0.325,0.375,20,95,97,95,NA,0,76,8,"EO",NA,-0.543946958146361,"EO","Ineligible","Hispanic","en","EO"
"585",585,585,"Y",999,2,1,NA,1,2,-0.0397440157169303,"es",0.6,0.59375,20,82,NA,NA,72,0,86,8,"EL",155,0.595110011935197,"EL","Eligible","Hispanic","es","ES"
"586",586,586,"N",700,0,1,NA,0,NA,0.936751538683891,"en",0.85,0.84375,20,90,112,96,NA,0,90,8,"EL",381,1.43786985430358,"EL","Ineligible","Not Hispanic","en","ES"
"587",587,587,"Y",999,2,1,NA,1,2,0.404481589687733,"es",0.75,0.71875,20,85,NA,NA,74,0,85,8,"EL",150,1.07276954534797,"EL","Eligible","Hispanic","es","ES"
"588",588,588,"Y",999,0,1,NA,1,3,-2.06151477378938,"en",0.225,0.25,20,83,NA,NA,75,0,83,8,"EL",308,-1.32635896211292,"EL","Ineligible","Hispanic","en","ES"
"589",589,589,"Y",700,0,0,NA,0,NA,-1.75496210888411,"en",0.275,0.28125,20,77,101,95,NA,0,81,8,"EO",NA,-0.952938441191432,"EO","Ineligible","Hispanic","en","EO"
"590",590,590,"Y",700,0,0,NA,1,3,-1.58573998350476,"es",0.3,0.28125,20,98,106,93,NA,0,85,8,"EO",NA,-0.917452027844523,"EO","Ineligible","Hispanic","es","EO"
"591",591,591,"Y",700,2,0,NA,0,NA,-1.37571209017136,"en",0.1,0.166666666666667,20,97,107,102,NA,0,85,8,"EO",NA,-0.707424134511123,"EO","Eligible","Hispanic","en","EO"
"592",592,592,"Y",700,0,0,NA,0,NA,-1.31502661538805,"en",0.35,0.375,20,72,86,78,NA,1,101,8,"EO",NA,-1.18168150785758,"EO","Ineligible","Hispanic","en","EO"
"593",593,593,"Y",999,1,1,NA,1,3,-1.96210616596529,"en",0.25,0.28125,20,87,NA,NA,83,1,99,8,"EL",374,-1.7618932024186,"EL","Eligible","Hispanic","en","ES"
"594",594,594,"Y",999,0,1,NA,1,1,-0.642875193318885,"es",0.45,0.46875,20,73,95,84,NA,1,96,8,"EL",168,-0.34236044574786,"EL","Ineligible","Hispanic","es","ES"
"595",595,595,"Y",999,0,1,NA,1,3,-2.36317453518558,"en",0.2,0.2,20,75,96,85,NA,1,92,8,"EL",427,-1.92892407558211,"EL","Ineligible","Hispanic","en","ES"
"596",596,596,"Y",999,0,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,9,87,NA,NA,100,1,101,9,"EL",313,0.9867440333833,"EL","Ineligible","Hispanic","es","ES"
"597",597,597,"Y",700,1,1,NA,NA,NA,0.568881591888524,"es",0.708333333333333,0.708333333333333,9,79,NA,NA,107,1,100,9,"EL",313,0.735660627427108,"EL","Eligible","Hispanic","es","ES"
"598",598,598,"Y",999,1,0,NA,1,3,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,89,102,84,NA,1,93,9,"EO",NA,0.838731509450947,"EO","Eligible","Hispanic","en","EO"
"599",599,599,"Y",700,2,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,122,118,103,NA,1,92,9,"EO",NA,1.44986987977619,"EO","Eligible","Hispanic","en","EO"
"600",600,600,"Y",NA,0,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,12,106,117,96,NA,1,93,30,"EO",NA,-0.819161914613004,"EO","Ineligible","Hispanic","en","EO"
"601",601,601,"Y",600,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,12,95,109,93,NA,1,90,30,"EO",NA,0.684756645068614,"EO","Ineligible","Hispanic","en","EO"
"602",602,602,"Y",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,74,90,86,NA,1,91,30,"EO",NA,0.905599365467167,"EO","Ineligible","Hispanic","en","EO"
"603",603,603,"Y",NA,0,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,12,100,NA,NA,132,1,97,30,"EL",267,0.189796123273931,"EL","Ineligible","Hispanic","en","ES"
"604",604,604,"N",700,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,12,97,96,89,NA,1,101,30,"EO",NA,0.0560604112414902,"EO","Ineligible","Not Hispanic","en","EO"
"605",605,605,"N",600,3,0,NA,0,3,-1.51314026587959,"en",0.325,0.375,19,79,76,93,NA,0,84,11,"EO",NA,-0.811418382211243,"EO","Eligible","Not Hispanic","en","EO"
"606",606,606,"N",600,3,0,NA,0,3,-1.78216933382272,"en",0.25,0.21875,19,NA,NA,NA,NA,0,87,11,"EO",NA,-1.1807492341787,"EO","Eligible","Not Hispanic","en","EO"
"607",607,607,"N",600,3,0,NA,0,3,-1.12122138764408,"en",0.375,0.40625,19,78,79,90,NA,0,83,11,"EO",NA,-0.386065575967622,"EO","Eligible","Not Hispanic","en","EO"
"608",608,608,"Y",300,3,0,NA,0,3,-2.27902649717751,"en",0.15,0.15625,19,93,86,95,NA,0,87,11,"EO",NA,-1.67760639753349,"EO","Eligible","Hispanic","en","EO"
"609",609,609,"N",600,3,0,NA,0,3,-1.37571209017136,"en",0.1,0.166666666666667,19,77,82,96,NA,0,83,11,"EO",NA,-0.640556278494902,"EO","Eligible","Not Hispanic","en","EO"
"610",610,610,"Y",700,3,0,NA,0,3,0.0843889639059041,"en",0.625,0.625,19,81,73,86,NA,0,85,11,"EO",NA,0.752676919566141,"EO","Eligible","Hispanic","en","EO"
"611",611,611,"Y",700,0,1,NA,1,3,-0.642875193318885,"en",0.45,0.46875,19,89,69,94,NA,0,80,11,"EL",310,0.192582402381903,"EL","Ineligible","Hispanic","en","ES"
"612",612,612,"Y",100,3,0,NA,0,3,0.822450843643387,"en",0.8,0.8125,19,75,84,87,NA,0,87,11,"EO",NA,1.4238709432874,"EO","Eligible","Hispanic","en","EO"
"613",613,613,"N",600,3,0,NA,0,3,-1.94988569124135,"en",0.225,0.21875,19,63,50,59,NA,0,88,11,"EO",NA,-1.38189951960544,"EO","Eligible","Not Hispanic","en","EO"
"614",614,614,"N",600,3,1,NA,1,1,-0.46885406853292,"en",0.475,0.5,19,83,77,91,NA,0,80,11,"EL",169,0.366603527167868,"EL","Eligible","Not Hispanic","en","ES"
"615",615,615,"Y",700,3,0,NA,0,3,-0.155933223540621,"en",0.525,0.5625,19,97,102,101,NA,0,80,11,"EO",NA,0.679524372160167,"EO","Eligible","Hispanic","en","EO"
"616",616,616,"N",600,0,0,NA,0,3,-1.32810767070559,"en",0.35,0.34375,19,90,97,99,NA,0,77,11,"EO",NA,-0.392348290980471,"EO","Ineligible","Not Hispanic","en","EO"
"617",617,617,"N",600,0,0,NA,0,3,-0.301858799449767,"en",0.525,0.53125,19,94,99,101,NA,0,82,11,"EO",NA,0.466730940234801,"EO","Ineligible","Not Hispanic","en","EO"
"618",618,618,"Y",100,3,1,NA,1,2,0.653420792083748,"en",0.8,0.78125,19,90,107,98,NA,0,87,11,"EL",150,1.25484089172776,"EL","Eligible","Hispanic","en","ES"
"619",619,619,"Y",700,3,0,NA,0,3,-0.299524492150996,"en",0.55,0.53125,19,99,110,107,NA,0,77,11,"EO",NA,0.636234887574123,"EO","Eligible","Hispanic","en","EO"
"620",620,620,"Y",700,3,1,NA,1,2,-0.0509669850588511,"en",0.625,0.59375,19,82,84,90,NA,0,87,11,"EL",448,0.550453114585166,"EL","Eligible","Hispanic","en","ES"
"621",621,621,"Y",700,3,0,NA,0,3,0.374120285406497,"en",0.625,0.6875,19,78,83,82,NA,0,89,11,"EO",NA,0.908672529034294,"EO","Eligible","Hispanic","en","EO"
"622",622,622,"Y",700,3,0,NA,0,3,-0.299524492150996,"en",0.55,0.53125,19,106,120,112,NA,0,80,11,"EO",NA,0.535933103549792,"EO","Eligible","Hispanic","en","EO"
"623",623,623,"N",600,3,0,NA,0,3,-1.58573998350476,"en",0.3,0.28125,19,106,110,107,NA,0,80,11,"EO",NA,-0.750282387803972,"EO","Eligible","Not Hispanic","en","EO"
"624",624,624,"Y",700,3,0,NA,0,3,-0.920293131083552,"en",0.425,0.40625,19,NA,NA,NA,NA,0,91,11,"EO",NA,-0.452608743471976,"EO","Eligible","Hispanic","en","EO"
"625",625,625,"N",600,3,0,NA,0,3,-0.642875193318885,"en",0.45,0.46875,19,53,49,62,NA,1,100,11,"EO",NA,-0.476096157780301,"EO","Eligible","Not Hispanic","en","EO"
"626",626,626,"Y",700,0,0,NA,0,3,-1.94988569124135,"en",0.225,0.21875,19,116,124,121,NA,1,92,11,"EO",NA,-1.51563523163788,"EO","Ineligible","Hispanic","en","EO"
"627",627,627,"Y",999,55,1,NA,1,1,-0.0772846962889839,"es",0.5,0.5,7,59,62,63,NA,1,99,7,"EL",NA,0.122928267257711,"EL","NotReported","Hispanic","es","ES"
"628",628,628,"Y",999,55,0,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,11,103,102,104,NA,0,77,41,"EO",NA,0.238379919473811,"EO","NotReported","Hispanic","en","EO"
"629",629,629,"Y",999,55,0,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,11,95,86,98,NA,0,83,41,"EO",NA,0.518289570932196,"EO","NotReported","Hispanic","en","EO"
"630",630,630,"Y",999,55,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,11,82,84,83,NA,0,83,41,"EO",NA,0.657871115387474,"EO","NotReported","Hispanic","en","EO"
"631",631,631,"Y",999,55,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,11,103,88,105,NA,0,76,41,"EO",NA,-0.406518782438131,"EO","NotReported","Hispanic","en","EO"
"632",632,632,"N",700,55,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,11,97,89,95,NA,0,81,41,"EO",NA,0.985661997141606,"EO","NotReported","Not Hispanic","en","EO"
"633",633,633,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,11,79,69,55,NA,0,77,41,"EO",NA,0.0612503019433717,"EO","NotReported","Hispanic","en","EO"
"634",634,634,"Y",999,55,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,11,99,95,107,NA,0,76,41,"EO",NA,1.98481272790595,"EO","NotReported","Hispanic","en","EO"
"635",635,635,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,93,92,87,NA,0,84,41,"EO",NA,0.175198491526834,"EO","NotReported","Hispanic","en","EO"
"636",636,636,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,11,93,110,94,NA,0,86,41,"EO",NA,0.268772219731274,"EO","NotReported","Hispanic","en","EO"
"637",637,637,"Y",999,55,0,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,11,101,106,109,NA,0,80,41,"EO",NA,0.13807813544948,"EO","NotReported","Hispanic","en","EO"
"638",638,638,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,87,73,84,NA,0,85,41,"EO",NA,0.141764563518724,"EO","NotReported","Hispanic","en","EO"
"639",639,639,"Y",999,55,1,NA,NA,NA,0.183638329448928,"es",0.583333333333333,0.583333333333333,11,78,NA,NA,97,0,86,41,"EL",NA,0.818492357101055,"EL","NotReported","Hispanic","es","ES"
"640",640,640,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"es",0.208333333333333,0.208333333333333,11,62,NA,NA,106,0,81,41,"EL",NA,-0.417954778515682,"EL","NotReported","Hispanic","es","ES"
"641",641,641,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,73,NA,NA,111,0,78,41,"EO",NA,-0.148790087019111,"EO","NotReported","Hispanic","es","EO"
"642",642,642,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,76,NA,NA,109,0,83,41,"EO",NA,0.208632419534945,"EO","NotReported","Hispanic","en","EO"
"643",643,643,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"es",0.208333333333333,0.208333333333333,11,97,NA,NA,111,0,87,41,"EL",NA,-0.618558346564343,"EL","NotReported","Hispanic","es","ES"
"644",644,644,"Y",999,55,1,NA,NA,NA,-2.39965537428157,"es",0.175,0.175,11,81,NA,NA,128,0,77,41,"EL",NA,-1.46389599455645,"EL","NotReported","Hispanic","es","ES"
"645",645,645,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,86,NA,NA,114,0,79,41,"EL",NA,-0.182224015027222,"EL","NotReported","Hispanic","en","ES"
"646",646,646,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,91,NA,NA,117,0,79,41,"EL",NA,0.924184968980063,"EL","NotReported","Hispanic","es","ES"
"647",647,647,"Y",999,55,1,NA,NA,NA,-0.394165444669059,"es",0.575,0.575,11,67,NA,NA,91,0,87,41,"EL",NA,0.207254654974958,"EL","NotReported","Hispanic","es","ES"
"648",648,648,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,90,NA,NA,118,0,78,41,"EL",NA,0.0278163739352615,"EL","NotReported","Hispanic","es","ES"
"649",649,649,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,11,87,NA,NA,113,1,99,41,"EL",155,-1.01976548266167,"EL","NotReported","Hispanic","en","ES"
"650",650,650,"Y",999,55,1,NA,NA,NA,0.568881591888524,"es",0.708333333333333,0.708333333333333,11,111,NA,NA,132,1,96,41,"EL",348,0.869396339459549,"EL","NotReported","Hispanic","es","ES"
"651",651,651,"Y",999,55,1,NA,NA,NA,0.310352135375381,"es",0.625,0.625,11,74,NA,NA,100,1,101,41,"EL",166,0.443697242905855,"EL","NotReported","Hispanic","es","ES"
"652",652,652,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,102,NA,NA,131,1,91,41,"EL",150,0.52297783288274,"EL","NotReported","Hispanic","es","ES"
"653",653,653,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"es",0.333333333333333,0.333333333333333,11,64,NA,NA,101,1,100,41,"EL",NA,-0.530600424712724,"EL","NotReported","Hispanic","es","ES"
"654",654,654,"Y",999,55,1,NA,NA,NA,0.310352135375381,"es",0.625,0.625,11,79,NA,NA,122,1,95,41,"EL",151,0.644300810954516,"EL","NotReported","Hispanic","es","ES"
"655",655,655,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,11,69,NA,NA,122,1,100,41,"EL",151,0.604694013394175,"EL","NotReported","Hispanic","es","ES"
"656",656,656,"Y",999,55,1,NA,NA,NA,0.568881591888524,"es",0.708333333333333,0.708333333333333,11,96,NA,NA,126,1,101,41,"EL",364,0.702226699418998,"EL","NotReported","Hispanic","es","ES"
"657",657,657,"Y",999,55,1,NA,NA,NA,0.706159238883065,"es",0.75,0.75,11,NA,NA,NA,92,1,101,41,"EL",150,0.839504346413539,"EL","NotReported","Hispanic","es","ES"
"658",658,658,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,11,99,NA,NA,115,1,90,41,"EO",NA,-0.373390762162061,"EO","NotReported","Hispanic","en","EO"
"659",659,659,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,50,NA,NA,106,1,101,41,"EL",368,-0.741163970251273,"EL","NotReported","Hispanic","es","ES"
"660",660,660,"N",700,55,1,NA,NA,NA,0.183638329448928,"es",0.583333333333333,0.583333333333333,11,109,NA,NA,132,1,93,41,"EL",279,0.584454861044284,"EL","NotReported","Not Hispanic","es","ES"
"661",661,661,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"es",0.5,0.5,11,113,NA,NA,114,1,90,41,"EL",247,0.423833619330702,"EL","NotReported","Hispanic","es","ES"
"662",662,662,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,11,57,NA,NA,54,1,95,41,"EL",155,-0.0321331323417177,"EL","NotReported","Hispanic","es","ES"
"663",663,663,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,11,74,NA,NA,98,1,99,41,"EL",323,-1.17549912662467,"EL","NotReported","Hispanic","en","ES"
"664",664,664,"Y",999,55,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,11,NA,NA,NA,123,1,99,41,"EL",151,1.05361188939952,"EL","NotReported","Hispanic","es","ES"
"665",665,665,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,43,NA,NA,98,1,93,41,"EL",150,0.45610997686652,"EL","NotReported","Hispanic","es","ES"
"666",666,666,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,11,NA,NA,NA,111,1,102,41,"EL",150,-0.266170628398489,"EL","NotReported","Hispanic","es","ES"
"667",667,667,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,91,NA,NA,129,1,92,41,"EL",158,-0.616865079132654,"EL","NotReported","Hispanic","es","ES"
"668",668,668,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,98,NA,NA,112,1,94,41,"EL",207,0.42267604885841,"EL","NotReported","Hispanic","en","ES"
"669",669,669,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,11,NA,NA,NA,NA,1,96,41,"EL",150,0.738429725426616,"EL","NotReported","Hispanic","es","ES"
"670",670,670,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,70,NA,NA,101,1,98,41,"EL",325,-0.292876500586708,"EL","NotReported","Hispanic","en","ES"
"671",671,671,"Y",999,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,11,94,NA,NA,108,1,93,41,"EO",NA,0.96969812348388,"EO","NotReported","Hispanic","en","EO"
"672",672,672,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,64,NA,NA,98,1,97,41,"EL",351,-0.259442572578598,"EL","NotReported","Hispanic","en","ES"
"673",673,673,"Y",700,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,105,NA,NA,119,1,93,41,"EL",448,0.45610997686652,"EL","NotReported","Hispanic","en","ES"
"674",674,674,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"es",0.208333333333333,0.208333333333333,11,NA,NA,NA,108,1,91,41,"EL",150,-0.752294058596784,"EL","NotReported","Hispanic","es","ES"
"675",675,675,"Y",999,55,1,NA,NA,NA,1.20032867710781,"es",0.875,0.875,11,104,NA,NA,112,1,98,41,"EL",415,1.43397556866261,"EL","NotReported","Hispanic","es","ES"
"676",676,676,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,71,NA,NA,131,1,93,41,"EL",150,-0.650299007140764,"EL","NotReported","Hispanic","es","ES"
"677",677,677,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"es",0.5,0.5,11,62,NA,NA,92,1,101,41,"EL",253,0.0560604112414902,"EL","NotReported","Hispanic","es","ES"
"678",678,678,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"es",0.1,0.166666666666667,11,120,NA,NA,139,1,89,41,"EL",173,-0.841159846543563,"EL","NotReported","Hispanic","es","ES"
"679",679,679,"Y",999,55,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,11,131,NA,NA,119,1,96,41,"EL",414,1.15391367342385,"EL","NotReported","Hispanic","en","ES"
"680",680,680,"Y",999,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,11,85,NA,NA,98,1,95,41,"EO",NA,0.902830267467659,"EO","NotReported","Hispanic","en","EO"
"681",681,681,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,95,NA,NA,95,1,96,41,"EL",400,-0.750600791165095,"EL","NotReported","Hispanic","en","ES"
"682",682,682,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,11,52,NA,NA,97,1,91,41,"EL",150,-0.229695072639732,"EL","NotReported","Hispanic","en","ES"
"683",683,683,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,98,NA,NA,107,1,97,41,"EL",367,-0.784034719173205,"EL","NotReported","Hispanic","en","ES"
"684",684,684,"Y",999,55,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,11,117,NA,NA,125,1,91,41,"EL",208,1.3210833134644,"EL","NotReported","Hispanic","en","ES"
"685",685,685,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,11,70,NA,NA,100,1,97,41,"EL",339,0.189796123273931,"EL","NotReported","Hispanic","en","ES"
"686",686,686,"Y",700,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,11,116,NA,NA,115,1,90,41,"EO",NA,1.06999990750821,"EO","NotReported","Hispanic","en","EO"
"687",687,687,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,68,NA,NA,114,1,98,41,"EL",324,-0.640862186226942,"EL","NotReported","Hispanic","es","ES"
"688",688,688,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,76,NA,NA,138,1,97,41,"EL",241,0.322374264834079,"EL","NotReported","Hispanic","es","ES"
"689",689,689,"Y",999,55,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,11,87,NA,NA,93,1,101,41,"EL",NA,0.9867440333833,"EL","NotReported","Hispanic","en","ES"
"690",690,690,"Y",999,55,1,NA,NA,NA,0.310352135375381,"es",0.625,0.625,11,66,NA,NA,128,1,94,41,"EL",250,0.677734738962626,"EL","NotReported","Hispanic","es","ES"
"691",691,691,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,109,NA,NA,119,1,99,41,"EL",343,0.255506408817859,"EL","NotReported","Hispanic","en","ES"
"692",692,692,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,95,NA,NA,116,1,93,41,"EL",357,-0.473692546186391,"EL","NotReported","Hispanic","es","ES"
"693",693,693,"Y",999,55,1,NA,NA,NA,0.310352135375381,"en",0.625,0.625,11,NA,NA,NA,NA,1,89,41,"EL",234,0.844904379003177,"EL","NotReported","Hispanic","en","ES"
"694",694,694,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,11,118,NA,NA,126,1,95,41,"EL",428,0.256663979290151,"EL","NotReported","Hispanic","en","ES"
"695",695,695,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,11,80,90,93,NA,1,89,41,"EO",NA,-0.685426202580564,"EO","NotReported","Hispanic","en","EO"
"696",696,696,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,76,74,80,NA,1,100,41,"EL",394,0.222072480809749,"EL","NotReported","Hispanic","en","ES"
"697",697,697,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,80,101,86,NA,1,94,41,"EO",NA,-0.683732935148874,"EO","NotReported","Hispanic","en","EO"
"698",698,698,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,11,93,105,88,NA,1,97,41,"EL",325,-1.10863127060845,"EL","NotReported","Hispanic","en","ES"
"699",699,699,"N",600,2,0,NA,NA,NA,-1.00311284118227,"en",0.4,0.40625,10,80,84,94,NA,0,87,16,"EO",NA,-0.401692741538253,"EO","Eligible","Not Hispanic","en","EO"
"700",700,700,"N",700,0,0,NA,NA,NA,-2.14512030407946,"en",0.2,0.21875,10,94,99,102,NA,0,88,16,"EO",NA,-1.57713413244355,"EO","Ineligible","Not Hispanic","en","EO"
"701",701,701,"N",700,0,0,NA,NA,NA,-0.763251163858116,"en",0.45,0.4375,10,100,122,115,NA,0,79,16,"EO",NA,0.105640359850782,"EO","Ineligible","Not Hispanic","en","EO"
"702",702,702,"N",600,2,0,NA,NA,NA,-2.06151477378938,"en",0.225,0.25,10,98,115,97,NA,0,88,16,"EO",NA,-1.49352860215347,"EO","Eligible","Not Hispanic","en","EO"
"703",703,703,"N",700,0,0,NA,NA,NA,-0.449949119415816,"en",0.5,0.5,10,107,123,109,NA,0,81,16,"EO",NA,0.352074548276862,"EO","Ineligible","Not Hispanic","en","EO"
"704",704,704,"Y",700,0,0,NA,NA,NA,-0.642875193318885,"en",0.45,0.46875,10,95,109,95,NA,0,88,16,"EO",NA,-0.0748890216829784,"EO","Ineligible","Hispanic","en","EO"
"705",705,705,"N",800,0,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,10,101,112,110,NA,0,86,16,"EO",NA,0.719242991558031,"EO","Ineligible","Not Hispanic","en","EO"
"706",706,706,"N",200,0,0,NA,NA,NA,-0.642875193318885,"en",0.45,0.46875,1,98,110,87,NA,0,86,16,"EO",NA,-0.00802116566675798,"EO","Ineligible","Not Hispanic","en","EO"
"707",707,707,"Y",700,1,0,NA,NA,NA,-0.298471611937142,"en",0.575,0.53125,10,88,97,95,NA,0,76,16,"EO",NA,0.670721695796087,"EO","Eligible","Hispanic","en","EO"
"708",708,708,"N",600,2,0,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,10,85,88,99,NA,0,77,16,"EO",NA,-0.695606087350791,"EO","Eligible","Not Hispanic","en","EO"
"709",709,709,"N",600,0,0,NA,NA,NA,-2.47639888006219,"en",0.125,0.15625,10,105,114,102,NA,0,76,16,"EO",NA,-1.50720557232896,"EO","Ineligible","Not Hispanic","en","EO"
"710",710,710,"N",600,2,0,NA,NA,NA,0.187970476525537,"en",0.675,0.65625,10,NA,NA,NA,NA,0,81,16,"EO",NA,0.989994144218215,"EO","Eligible","Not Hispanic","en","EO"
"711",711,711,"N",600,0,0,NA,NA,NA,-0.0397440157169303,"en",0.6,0.59375,10,76,96,86,NA,1,108,16,"EO",NA,-0.140436404243228,"EO","Ineligible","Not Hispanic","en","EO"
"712",712,712,"Y",300,0,1,NA,NA,NA,-0.604818207694438,"en",0.475,0.46875,10,87,103,81,NA,1,93,16,"EL",NA,-0.204001676099082,"EL","Ineligible","Hispanic","en","ES"
"713",713,713,"Y",999,55,1,NA,1,3,-0.0772846962889839,"en",0.5,0.5,6,80,83,82,NA,0,86,38,"EL",NA,0.557569331363143,"EL","NotReported","Hispanic","en","ES"
