"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","pseAbility","langinst","wPercentCxPSE","rawPercentCxPSE","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","pseAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"432",432,432,"Y",999,2,1,NA,1,2,-1.69054644403119,"en",0.275,0.25,20,58,76,58,NA,1,105,8,"EL",253,-1.69093704853316,"EL","Eligible","Hispanic","en","ES"
"433",433,433,"Y",999,2,1,NA,1,1,0.427839160699871,"es",0.725,0.71875,20,63,82,67,NA,1,99,8,"EL",161,0.628052124246566,"EL","Eligible","Hispanic","es","ES"
"434",434,434,"Y",700,0,1,NA,0,3,-0.577207661002333,"en",0.5,0.46875,20,84,101,79,NA,1,92,8,"EL",161,-0.142957201398867,"EL","Ineligible","Hispanic","en","ES"
"435",435,435,"Y",999,2,0,NA,0,NA,-0.0280061563442619,"en",0.575,0.59375,20,89,103,97,NA,1,91,8,"EO",NA,0.439678231267314,"EO","Eligible","Hispanic","en","EO"
"436",436,436,"Y",999,2,0,NA,0,3,0.117252020048695,"en",0.575,0.625,20,84,103,89,NA,1,99,8,"EO",NA,0.31746498359539,"EO","Eligible","Hispanic","en","EO"
"437",437,437,"Y",999,2,0,NA,0,NA,0.552355284071622,"en",0.75,0.75,20,92,100,91,NA,1,98,8,"EO",NA,0.786002175626427,"EO","Eligible","Hispanic","en","EO"
"438",438,438,"Y",999,2,1,NA,1,2,-0.763251163858116,"en",0.45,0.4375,20,74,90,76,NA,1,100,8,"EL",270,-0.596472128319532,"EL","Eligible","Hispanic","en","ES"
"439",439,439,"Y",999,2,1,NA,0,NA,-2.28901058068195,"en",0.2,0.25,20,65,81,76,NA,1,102,8,"EL",358,-2.18909940115959,"EL","Eligible","Hispanic","en","ES"
"440",440,440,"Y",999,0,1,NA,1,2,-0.298471611937142,"en",0.575,0.53125,20,86,108,88,NA,1,91,8,"EL",260,0.169212775674434,"EL","Ineligible","Hispanic","en","ES"
"441",441,441,"Y",999,2,0,NA,0,NA,-0.0397440157169303,"en",0.6,0.59375,20,115,118,105,NA,1,93,8,"EO",NA,0.361072515878425,"EO","Eligible","Hispanic","en","EO"
"442",442,442,"Y",999,2,1,NA,0,NA,-1.69054644403119,"en",0.275,0.25,20,86,92,88,NA,1,91,8,"EL",412,-1.22286205641961,"EL","Eligible","Hispanic","en","ES"
"443",443,443,"Y",999,2,1,NA,1,3,-0.698810335627241,"en",0.425,0.46875,20,107,109,99,NA,1,93,8,"EL",219,-0.297993804031885,"EL","Eligible","Hispanic","en","ES"
"444",444,444,"Y",999,2,0,NA,0,NA,-1.75496210888411,"en",0.275,0.28125,20,69,93,80,NA,1,100,8,"EO",NA,-1.58818307334553,"EO","Eligible","Hispanic","en","EO"
"445",445,445,"Y",999,2,1,NA,1,3,-0.299524492150996,"en",0.55,0.53125,20,89,95,85,NA,1,101,8,"EL",163,-0.166179384620522,"EL","Eligible","Hispanic","en","ES"
"446",446,446,"Y",999,3,1,NA,1,1,-0.0616750683591197,"en",0.65,0.59375,20,83,95,88,NA,1,96,8,"EL",155,0.238839679211905,"EL","Eligible","Hispanic","en","ES"
"447",447,447,"Y",999,2,1,NA,1,3,-1.4655143363769,"en",0.325,0.3125,20,64,73,76,NA,1,104,8,"EL",394,-1.43247101287076,"EL","Eligible","Hispanic","en","ES"
"448",448,448,"Y",999,2,0,NA,0,NA,-0.167359788569284,"en",0.575,0.5625,20,102,105,99,NA,1,98,8,"EO",NA,0.0662871029855207,"EO","Eligible","Hispanic","en","EO"
"449",449,449,"N",700,0,0,NA,0,NA,-0.151139400047114,"en",0.5,0.5625,20,104,115,100,NA,1,99,8,"EO",NA,0.0490735634995805,"EO","Ineligible","Not Hispanic","en","EO"
"450",450,450,"Y",700,2,0,NA,0,NA,-2.02785306850353,"en",0.2,0.1875,20,80,95,81,NA,1,96,8,"EO",NA,-1.7273383209325,"EO","Eligible","Hispanic","en","EO"
"451",451,451,"Y",999,0,1,NA,1,2,0.0843889639059041,"en",0.625,0.625,20,71,NA,NA,61,1,100,8,"EL",160,0.251167999444488,"EL","Ineligible","Hispanic","en","ES"
"452",452,452,"Y",700,1,0,NA,0,NA,-1.21043296874106,"en",0.375,0.34375,20,96,116,100,NA,1,94,8,"EO",NA,-0.843050365153814,"EO","Eligible","Hispanic","en","EO"
"453",453,453,"Y",999,1,0,NA,1,3,-1.03487847329538,"en",0.475,0.475,20,89,94,89,NA,1,97,8,"EO",NA,-0.767797653732465,"EO","Eligible","Hispanic","en","EO"
"454",454,454,"Y",700,0,0,NA,0,3,0.206552098881683,"en",0.65,0.65625,20,123,122,122,NA,1,95,8,"EO",NA,0.540500774460818,"EO","Ineligible","Hispanic","en","EO"
"455",455,455,"Y",999,0,1,NA,1,NA,0.054531657040154,"en",0.675,0.625,20,86,98,91,NA,1,91,8,"EL",316,0.52221604465173,"EL","Ineligible","Hispanic","en","ES"
"456",456,456,"Y",999,2,0,NA,0,NA,-1.37571209017136,"en",0.1,0.166666666666667,20,63,63,70,NA,1,91,8,"EO",NA,-0.908027702559784,"EO","Eligible","Hispanic","en","EO"
"457",457,457,"Y",999,0,0,NA,0,NA,-2.21670801877204,"en",0.175,0.1875,20,NA,NA,NA,NA,1,99,8,"EO",NA,-2.01649505522535,"EO","Ineligible","Hispanic","en","EO"
"458",458,458,"Y",999,2,0,NA,1,3,0.350844741067637,"en",0.65,0.6875,20,102,85,90,NA,1,100,8,"EO",NA,0.517623776606221,"EO","Eligible","Hispanic","en","EO"
"459",459,459,"Y",700,2,1,NA,1,2,0.117252020048695,"en",0.575,0.625,20,103,107,80,NA,1,93,8,"EL",310,0.518068551644051,"EL","Eligible","Hispanic","en","ES"
"460",460,460,"Y",999,2,1,NA,1,2,-1.58573998350476,"en",0.3,0.28125,20,73,86,75,NA,1,98,8,"EL",230,-1.35209309194996,"EL","Eligible","Hispanic","en","ES"
"461",461,461,"Y",999,0,1,NA,1,2,-1.94988569124135,"en",0.225,0.21875,20,118,137,119,NA,1,100,8,"EL",269,-1.78310665570277,"EL","Ineligible","Hispanic","en","ES"
"462",462,462,"Y",999,0,0,NA,0,NA,-1.78216933382272,"en",0.25,0.21875,20,130,126,127,NA,1,94,8,"EO",NA,-1.41478673023547,"EO","Ineligible","Hispanic","en","EO"
"463",463,463,"Y",700,3,0,NA,NA,NA,0.157893806099394,"en",0.7,0.7,18,73,76,73,NA,1,102,13,"EO",NA,0.257804985621758,"EO","Eligible","Hispanic","en","EO"
"464",464,464,"Y",700,3,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,18,95,68,82,NA,1,97,13,"EO",NA,0.835962411451439,"EO","Eligible","Hispanic","en","EO"
"465",465,465,"Y",700,3,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,18,100,113,112,NA,1,94,13,"EO",NA,1.22078152944007,"EO","Eligible","Hispanic","en","EO"
"466",466,466,"Y",700,3,0,NA,NA,NA,-1.95500642027769,"en",0.325,0.325,18,80,84,78,NA,1,92,13,"EO",NA,-1.52075596067422,"EO","Eligible","Hispanic","en","EO"
"467",467,467,"N",600,3,0,NA,NA,NA,-1.30629539293087,"en",0.425,0.425,18,76,84,80,NA,1,114,13,"EO",NA,-1.60759134950583,"EO","Eligible","Not Hispanic","en","EO"
"468",468,468,"N",600,3,0,NA,NA,NA,-1.06555838570778,"en",0.175,0.28,18,80,96,93,NA,1,114,13,"EO",NA,-1.36685434228274,"EO","Eligible","Not Hispanic","en","EO"
"469",469,469,"Y",700,3,0,NA,NA,NA,0.452105923467513,"en",0.7,0.71875,18,96,64,99,NA,1,98,13,"EO",NA,0.685752815022318,"EO","Eligible","Hispanic","en","EO"
"470",470,470,"Y",700,3,1,NA,NA,NA,0.310352135375381,"en",0.625,0.625,18,103,102,100,NA,1,100,13,"EL",430,0.477131170913965,"EL","Eligible","Hispanic","en","ES"
"471",471,471,"Y",700,3,1,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,15,71,86,75,NA,1,91,10,"EL",343,0.55207335151748,"EL","Eligible","Hispanic","en","ES"
"472",472,472,"N",700,3,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,18,78,104,86,NA,1,106,13,"EO",NA,0.672334706372988,"EO","Eligible","Not Hispanic","en","EO"
"473",473,473,"Y",200,3,0,NA,NA,NA,2.07004231288952,"en",1,1,18,112,119,115,NA,1,96,13,"EO",NA,2.37055706046055,"EO","Eligible","Hispanic","en","EO"
"474",474,474,"Y",700,3,0,NA,NA,NA,-0.167359788569284,"en",0.575,0.5625,18,64,95,75,NA,1,99,13,"EO",NA,0.0328531749774105,"EO","Eligible","Hispanic","en","EO"
"475",475,475,"Y",700,3,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,18,77,74,69,NA,1,93,13,"EL",208,0.323531835306372,"EL","Eligible","Hispanic","en","ES"
"476",476,476,"Y",700,3,0,NA,NA,NA,0.500865098003236,"en",0.8,0.75,18,109,100,96,NA,1,94,13,"EO",NA,0.868247701590481,"EO","Eligible","Hispanic","en","EO"
"477",477,477,"Y",700,0,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,18,81,95,75,NA,1,99,13,"EL",279,0.90637220242976,"EL","Ineligible","Hispanic","en","ES"
"478",478,478,"N",700,3,1,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,18,93,63,85,NA,1,99,13,"EL",367,0.769094555435219,"EL","Eligible","Not Hispanic","en","ES"
"479",479,479,"Y",700,3,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,18,102,100,94,NA,1,102,13,"EL",413,1.30023985663017,"EL","Eligible","Hispanic","en","ES"
"480",480,480,"Y",700,3,0,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,18,96,106,105,NA,1,95,13,"EO",NA,0.117082434834873,"EO","Eligible","Hispanic","en","EO"
"481",481,481,"N",100,3,0,NA,NA,NA,-0.449949119415816,"en",0.5,0.5,18,116,115,112,NA,1,88,13,"EO",NA,0.118037052220091,"EO","Eligible","Not Hispanic","en","EO"
"482",482,482,"Y",700,3,0,NA,NA,NA,0.266597712045054,"en",0.75,0.6875,18,68,89,75,NA,1,100,13,"EO",NA,0.433376747583638,"EO","Eligible","Hispanic","en","EO"
"483",483,483,"Y",700,0,1,NA,NA,NA,-0.377516347758136,"en",0.575,0.575,18,61,51,67,NA,1,100,13,"EL",151,-0.210737312219552,"EL","Ineligible","Hispanic","en","ES"
"484",484,484,"Y",700,3,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,18,64,76,71,NA,1,92,13,"EO",NA,0.0681686516826129,"EO","Eligible","Hispanic","en","EO"
"485",485,485,"Y",700,3,0,NA,NA,NA,-0.449949119415816,"en",0.5,0.5,18,99,93,98,NA,1,94,13,"EO",NA,-0.0825665158285706,"EO","Eligible","Hispanic","en","EO"
"486",486,486,"Y",700,3,1,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,18,68,77,82,NA,1,94,13,"EL",195,0.205887217755963,"EL","Eligible","Hispanic","en","ES"
"487",487,487,"N",600,0,0,NA,NA,NA,-2.39904868574974,"en",0.275,0.275,18,88,103,86,NA,1,94,13,"EO",NA,-2.03166608216249,"EO","Ineligible","Not Hispanic","en","EO"
"488",488,488,"N",600,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,18,106,104,109,NA,1,91,13,"EO",NA,0.390399691322592,"EO","Ineligible","Not Hispanic","en","EO"
"489",489,489,"N",600,3,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,18,72,74,84,NA,1,90,13,"EO",NA,0.423833619330702,"EO","Eligible","Not Hispanic","en","EO"
"490",490,490,"Y",700,3,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,18,90,105,88,NA,1,96,13,"EO",NA,1.00667398645409,"EO","Eligible","Hispanic","en","EO"
"491",491,491,"Y",700,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,18,92,89,84,NA,1,97,13,"EO",NA,0.189796123273931,"EO","Ineligible","Hispanic","en","EO"
"492",492,492,"Y",700,0,0,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,18,92,111,86,NA,1,93,13,"EO",NA,-1.23054893548055,"EO","Ineligible","Hispanic","en","EO"
"493",493,493,"Y",600,3,0,NA,NA,NA,-0.779282271563636,"en",0.5,0.5,18,116,122,108,NA,1,89,13,"EO",NA,-0.24473002793584,"EO","Eligible","Hispanic","en","EO"
"494",494,494,"Y",700,3,1,NA,NA,NA,-1.82990870279942,"en",0.227777777777778,0.181818181818182,18,104,119,104,NA,1,102,13,"EL",150,-1.72999752327706,"EL","Eligible","Hispanic","en","ES"
"495",495,495,"Y",700,3,1,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,18,110,122,91,NA,1,101,13,"EL",355,0.922404016436416,"EL","Eligible","Hispanic","en","ES"
"496",496,496,"Y",999,2,0,NA,NA,NA,-1.32046838493623,"en",0.4,0.4,22,104,106,114,NA,2,110,29,"EO",NA,-1.48802862947875,"EO","Eligible","Hispanic","en","EO"
"497",497,497,"Y",999,0,1,NA,NA,NA,-1.78216933382272,"en",0.25,0.21875,22,41,41,51,NA,2,111,29,"EL",351,-1.98316350637335,"EL","Ineligible","Hispanic","en","ES"
"498",498,498,"N",700,1,0,NA,NA,NA,0.100430567862464,"en",0.6,0.625,22,128,134,112,NA,2,105,29,"EO",NA,0.100039963360497,"EO","Eligible","Not Hispanic","en","EO"
"499",499,499,"Y",800,0,0,NA,NA,NA,-0.0397440157169303,"en",0.6,0.59375,22,104,119,108,NA,2,107,29,"EO",NA,-0.107002476235117,"EO","Ineligible","Hispanic","en","EO"
"500",500,500,"N",400,2,0,NA,NA,NA,0.653420792083748,"en",0.8,0.78125,22,99,100,90,NA,2,109,29,"EO",NA,0.519294475549341,"EO","Eligible","Not Hispanic","en","EO"
"501",501,501,"Y",999,2,1,NA,NA,NA,0.822450843643387,"en",0.8,0.8125,22,114,112,74,NA,2,113,29,"EL",367,0.554588815076539,"EL","Eligible","Hispanic","en","ES"
"502",502,502,"N",700,1,0,NA,NA,NA,-1.17319408884995,"en",0.375,0.375,22,60,75,59,NA,2,110,29,"EO",NA,-1.34075433339247,"EO","Eligible","Not Hispanic","en","EO"
"503",503,503,"Y",700,0,1,NA,NA,NA,0.822450843643387,"en",0.8,0.8125,22,113,108,73,NA,2,107,29,"EL",324,0.7551923831252,"EL","Ineligible","Hispanic","en","ES"
"504",504,504,"Y",999,1,0,NA,NA,NA,-0.167359788569284,"en",0.575,0.5625,22,63,62,71,NA,2,103,29,"EO",NA,-0.10088253705503,"EO","Eligible","Hispanic","en","EO"
"505",505,505,"Y",999,2,1,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,22,102,94,86,NA,2,108,29,"EL",430,0.874490812455795,"EL","Eligible","Hispanic","en","ES"
"506",506,506,"N",200,0,0,NA,NA,NA,-0.00313819611437507,"en",0.525,0.59375,22,105,105,109,NA,1,94,29,"EO",NA,0.36424440747287,"EO","Ineligible","Not Hispanic","en","EO"
"507",507,507,"Y",NA,0,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,22,70,NA,NA,67,1,94,29,"EL",150,-1.00832948658411,"EL","Ineligible","Hispanic","en","ES"
"508",508,508,"Y",NA,1,1,NA,NA,NA,0.0690998170896675,"en",0.65,0.625,22,111,97,93,NA,1,97,29,"EL",362,0.336180636652582,"EL","Eligible","Hispanic","en","ES"
"509",509,509,"Y",NA,0,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,22,80,106,89,NA,1,100,29,"EO",NA,-0.359744356602929,"EO","Ineligible","Hispanic","en","EO"
"510",510,510,"N",700,1,0,NA,NA,NA,-0.0509669850588511,"en",0.625,0.59375,22,77,68,85,NA,1,96,29,"EO",NA,0.249547762512174,"EO","Eligible","Not Hispanic","en","EO"
"511",511,511,"Y",NA,2,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,22,75,NA,NA,69,1,100,29,"EL",262,-0.0500872052056777,"EL","Eligible","Hispanic","en","ES"
"512",512,512,"Y",700,0,0,NA,NA,NA,0.26519881863918,"en",0.725,0.725,22,88,102,93,NA,1,95,29,"EO",NA,0.599147494218315,"EO","Ineligible","Hispanic","en","EO"
"513",513,513,"Y",700,0,0,NA,NA,NA,-0.449949119415816,"en",0.5,0.5,22,78,95,81,NA,1,92,29,"EO",NA,-0.0156986598123502,"EO","Ineligible","Hispanic","en","EO"
"514",514,514,"Y",NA,2,0,NA,NA,NA,-1.12109216972074,"en",0.4,0.34375,22,85,103,88,NA,1,91,29,"EO",NA,-0.653407782109164,"EO","Eligible","Hispanic","en","EO"
"515",515,515,"N",400,0,0,NA,NA,NA,0.187970476525537,"en",0.675,0.65625,22,106,105,99,NA,1,95,29,"EO",NA,0.521919152104672,"EO","Ineligible","Not Hispanic","en","EO"
"516",516,516,"N",700,2,0,NA,NA,NA,-1.09366580639064,"en",0.45,0.45,22,75,98,92,NA,1,93,29,"EO",NA,-0.692849274795284,"EO","Eligible","Not Hispanic","en","EO"
"517",517,517,"Y",NA,0,1,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,119,117,84,NA,1,96,30,"EL",400,0.738429725426616,"EL","Ineligible","Hispanic","en","ES"
"518",518,518,"N",700,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,12,139,136,131,NA,1,99,30,"EO",NA,1.05361188939952,"EO","Ineligible","Not Hispanic","en","EO"
"519",519,519,"N",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,79,81,77,NA,1,96,30,"EO",NA,0.738429725426616,"EO","Ineligible","Not Hispanic","en","EO"
"520",520,520,"N",700,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,12,108,120,87,NA,1,95,30,"EO",NA,0.256663979290151,"EO","Ineligible","Not Hispanic","en","EO"
"521",521,521,"N",NA,0,1,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,12,105,107,93,NA,1,96,30,"EL",325,0.869396339459549,"EL","Ineligible","Not Hispanic","en","ES"
"522",522,522,"Y",700,0,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,12,68,81,75,NA,1,91,30,"EL",379,0.101602579690723,"EL","Ineligible","Hispanic","en","ES"
"523",523,523,"N",600,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,12,71,84,74,NA,1,89,30,"EO",NA,0.718190573076725,"EO","Ineligible","Not Hispanic","en","EO"
"524",524,524,"Y",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,95,102,91,NA,1,98,30,"EO",NA,0.671561869410396,"EO","Ineligible","Hispanic","en","EO"
"525",525,525,"N",700,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,12,99,105,94,NA,1,94,30,"EO",NA,0.551020933036173,"EO","Ineligible","Not Hispanic","en","EO"
"526",526,526,"N",700,0,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,12,124,117,116,NA,1,95,30,"EO",NA,1.0401079144622,"EO","Ineligible","Not Hispanic","en","EO"
"527",527,527,"N",700,0,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,12,123,121,119,NA,1,88,30,"EO",NA,0.201904363715054,"EO","Ineligible","Not Hispanic","en","EO"
"528",528,528,"Y",700,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,12,112,103,98,NA,1,100,30,"EO",NA,0.0894943392496004,"EO","Ineligible","Hispanic","en","EO"
"529",529,529,"N",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,102,100,91,NA,1,94,30,"EO",NA,0.805297581442837,"EO","Ineligible","Not Hispanic","en","EO"
"530",530,530,"Y",700,0,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,12,108,109,101,NA,1,98,30,"EO",NA,0.288940336825969,"EO","Ineligible","Hispanic","en","EO"
"531",531,531,"N",200,0,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,12,94,91,99,NA,1,90,30,"EO",NA,1.7014469927275,"EO","Ineligible","Not Hispanic","en","EO"
"532",532,532,"N",700,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,12,131,127,120,NA,1,97,30,"EO",NA,0.189796123273931,"EO","Ineligible","Not Hispanic","en","EO"
"533",533,533,"Y",700,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,12,131,132,124,NA,1,90,30,"EO",NA,0.684756645068614,"EO","Ineligible","Hispanic","en","EO"
"534",534,534,"N",700,0,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,12,111,102,94,NA,1,92,30,"EO",NA,0.744602594978847,"EO","Ineligible","Not Hispanic","en","EO"
"535",535,535,"N",700,0,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,12,108,109,107,NA,1,88,30,"EO",NA,0.623279616907071,"EO","Ineligible","Not Hispanic","en","EO"
"536",536,536,"Y",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,105,81,80,NA,1,100,30,"EO",NA,0.604694013394175,"EO","Ineligible","Hispanic","en","EO"
"537",537,537,"Y",NA,0,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,12,51,NA,60,NA,1,98,30,"EL",411,-0.463732568696503,"EL","Ineligible","Hispanic","en","ES"
"538",538,538,"N",700,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,12,108,109,107,NA,1,88,30,"EO",NA,1.42138509748873,"EO","Ineligible","Not Hispanic","en","EO"
"539",539,539,"N",700,0,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,12,116,118,109,NA,1,98,30,"EO",NA,0.543999026930186,"EO","Ineligible","Not Hispanic","en","EO"
"540",540,540,"N",700,0,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,12,111,118,114,NA,1,94,30,"EO",NA,1.38300202375997,"EO","Ineligible","Not Hispanic","en","EO"
"541",541,541,"N",700,0,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,12,99,107,109,NA,1,90,30,"EO",NA,-0.874593774551674,"EO","Ineligible","Not Hispanic","en","EO"
"542",542,542,"Y",400,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,12,109,113,95,NA,1,100,30,"EO",NA,0.350417364987512,"EO","Ineligible","Hispanic","en","EO"
"543",543,543,"N",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,12,96,104,93,NA,1,88,30,"EO",NA,1.0059011494915,"EO","Ineligible","Not Hispanic","en","EO"
"544",544,544,"Y",700,0,1,NA,NA,NA,0.187970476525537,"en",0.675,0.65625,4,87,112,87,NA,1,99,17,"EL",360,0.388183440072232,"EL","Ineligible","Hispanic","en","ES"
"545",545,545,"N",700,0,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,4,97,102,96,NA,1,98,17,"EO",NA,0.0721515057235227,"EO","Ineligible","Not Hispanic","en","EO"
"546",546,546,"N",700,0,0,NA,NA,NA,0.404481589687733,"en",0.75,0.71875,4,121,124,112,NA,1,98,17,"EO",NA,0.638128481242538,"EO","Ineligible","Not Hispanic","en","EO"
"547",547,547,"N",700,0,0,NA,NA,NA,-0.306288662678975,"en",0.5,0.53125,4,142,137,135,NA,1,97,17,"EO",NA,-0.0392078431160601,"EO","Ineligible","Not Hispanic","en","EO"
"548",548,548,"N",700,0,0,NA,NA,NA,0.206552098881683,"en",0.65,0.65625,4,90,106,103,NA,1,92,17,"EO",NA,0.640802558485149,"EO","Ineligible","Not Hispanic","en","EO"
"549",549,549,"N",700,55,0,NA,NA,NA,-0.449949119415816,"en",0.5,0.5,4,79,86,86,NA,1,92,17,"EO",NA,-0.0156986598123502,"EO","NotReported","Not Hispanic","en","EO"
"550",550,550,"Y",999,2,1,NA,1,2,-1.32810767070559,"es",0.35,0.34375,20,80,82,84,NA,0,86,8,"EL",346,-0.693253643053463,"EL","Eligible","Hispanic","es","ES"
"551",551,551,"Y",700,0,0,NA,0,NA,-0.823600885651215,"en",0.425,0.4375,20,106,124,109,NA,0,76,8,"EO",NA,0.145592422082014,"EO","Ineligible","Hispanic","en","EO"
"552",552,552,"Y",700,0,1,NA,1,2,0.117252020048695,"en",0.575,0.625,20,NA,NA,NA,NA,0,84,8,"EL",395,0.818973903717042,"EL","Ineligible","Hispanic","en","ES"
"553",553,553,"Y",999,0,1,NA,1,1,-0.823600885651215,"es",0.425,0.4375,20,97,92,101,NA,0,79,8,"EL",150,0.0452906380576833,"EL","Ineligible","Hispanic","es","ES"
"554",554,554,"Y",999,0,1,NA,1,1,-0.46885406853292,"es",0.475,0.5,20,99,116,99,NA,0,76,8,"EL",155,0.500339239200309,"EL","Ineligible","Hispanic","es","ES"
"555",555,555,"Y",999,2,1,NA,1,2,-2.49466725697304,"es",0.1,0.1,20,78,82,92,NA,0,80,8,"EL",331,-1.65920966127225,"EL","Eligible","Hispanic","es","ES"
"556",556,556,"Y",999,2,1,NA,1,1,-2.36129017442156,"en",0.175,0.21875,20,87,106,97,NA,0,86,8,"EL",155,-1.72643614676943,"EL","Eligible","Hispanic","en","ES"
"557",557,557,"Y",999,2,1,NA,1,2,0.653420792083748,"en",0.8,0.78125,20,92,109,102,NA,0,89,8,"EL",341,1.18797303571154,"EL","Eligible","Hispanic","en","ES"
"558",558,558,"Y",700,2,1,NA,1,1,-1.37571209017136,"es",0.1,0.166666666666667,20,89,95,104,NA,0,80,8,"EL",197,-0.540254494470572,"EL","Eligible","Hispanic","es","ES"
"559",559,559,"Y",999,2,1,NA,1,2,-0.0509669850588511,"en",0.625,0.59375,20,92,103,84,NA,0,86,8,"EL",215,0.583887042593276,"EL","Eligible","Hispanic","en","ES"
"560",560,560,"Y",999,0,1,NA,1,1,-1.8627848485315,"en",0.225,0.1875,20,97,111,102,NA,0,79,8,"EL",150,-0.993893324822602,"EL","Ineligible","Hispanic","en","ES"
"561",561,561,"N",400,2,0,NA,0,NA,-1.37571209017136,"en",0.1,0.166666666666667,20,82,83,85,NA,0,85,8,"EO",NA,-0.707424134511123,"EO","Eligible","Not Hispanic","en","EO"
"562",562,562,"Y",700,2,1,NA,1,1,-1.37571209017136,"es",0.1,0.166666666666667,20,71,77,79,NA,0,89,8,"EL",283,-0.841159846543563,"EL","Eligible","Hispanic","es","ES"
"563",563,563,"N",700,0,0,NA,0,NA,-0.306288662678975,"en",0.5,0.53125,20,129,116,107,NA,0,85,8,"EO",NA,0.361999292981262,"EO","Ineligible","Not Hispanic","en","EO"
"564",564,564,"N",999,2,0,NA,0,NA,-1.8627848485315,"en",0.225,0.1875,20,93,100,106,NA,0,87,8,"EO",NA,-1.26136474888748,"EO","Eligible","Not Hispanic","en","EO"
"565",565,565,"Y",999,0,1,NA,0,NA,-1.8627848485315,"en",0.225,0.1875,20,91,113,103,NA,0,85,8,"EL",367,-1.19449689287126,"EL","Ineligible","Hispanic","en","ES"
"566",566,566,"Y",999,2,1,NA,1,2,-0.167359788569284,"en",0.575,0.5625,20,82,93,86,NA,0,87,8,"EL",161,0.434060311074733,"EL","Eligible","Hispanic","en","ES"
"567",567,567,"Y",100,0,0,NA,0,NA,-0.426414484932837,"en",0.55,0.5,20,80,100,87,NA,0,87,8,"EO",NA,0.17500561471118,"EO","Ineligible","Hispanic","en","EO"
