"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","LetAbility","langinst","wPercentCx","rawPercentCx","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","LetAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"635",635,635,"Y",999,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,11,95,86,98,NA,0,83,41,"EO",NA,1.27133170935092,"EO","NotReported","Hispanic","en","EO"
"636",636,636,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,11,82,84,83,NA,0,83,41,"EO",NA,-0.309336607313893,"EO","NotReported","Hispanic","en","EO"
"637",637,637,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,11,103,88,105,NA,0,76,41,"EO",NA,0.529998526572333,"EO","NotReported","Hispanic","en","EO"
"638",638,638,"N",700,55,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,11,97,89,95,NA,0,81,41,"EO",NA,1.8600462515829,"EO","NotReported","Not Hispanic","en","EO"
"639",639,639,"Y",999,55,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,11,99,95,107,NA,0,76,41,"EO",NA,1.60223957337625,"EO","NotReported","Hispanic","en","EO"
"640",640,640,"Y",999,55,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,11,93,92,87,NA,0,84,41,"EO",NA,0.151818110543382,"EO","NotReported","Hispanic","en","EO"
"641",641,641,"Y",999,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,11,93,110,94,NA,0,86,41,"EO",NA,-0.45115426332475,"EO","NotReported","Hispanic","en","EO"
"642",642,642,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,101,106,109,NA,0,80,41,"EO",NA,0.180466734337198,"EO","NotReported","Hispanic","en","EO"
"643",643,643,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,11,87,73,84,NA,0,85,41,"EO",NA,-0.749351079747744,"EO","NotReported","Hispanic","en","EO"
"644",644,644,"Y",999,55,1,NA,NA,NA,1.20032867710781,"es",0.875,0.875,11,78,NA,NA,97,0,86,41,"EL",NA,1.62368349156481,"EL","NotReported","Hispanic","es","ES"
"645",645,645,"Y",999,55,1,NA,NA,NA,-0.0772846962889839,"es",0.5,0.5,11,78,NA,NA,88,0,82,41,"EL",NA,0.535160326182489,"EL","NotReported","Hispanic","es","ES"
"646",646,646,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,73,NA,NA,111,0,78,41,"EO",NA,-0.249580308250171,"EO","NotReported","Hispanic","es","EO"
"647",647,647,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,106,NA,NA,121,0,77,41,"EL",NA,-0.202307756246552,"EL","NotReported","Hispanic","es","ES"
"648",648,648,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,76,NA,NA,109,0,83,41,"EO",NA,-0.485943068268266,"EO","NotReported","Hispanic","en","EO"
"649",649,649,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"es",0.1,0.166666666666667,11,97,NA,NA,111,0,87,41,"EL",NA,-0.999629827717981,"EL","NotReported","Hispanic","es","ES"
"650",650,650,"Y",999,55,1,NA,NA,NA,-2.60628049355513,"es",0.125,0.125,11,81,NA,NA,128,0,77,41,"EL",NA,-1.75747271106556,"EL","NotReported","Hispanic","es","ES"
"651",651,651,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,67,NA,NA,94,0,84,41,"EL",NA,-0.533215620271885,"EL","NotReported","Hispanic","es","ES"
"652",652,652,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,86,NA,NA,114,0,79,41,"EL",NA,-0.29685286025379,"EL","NotReported","Hispanic","en","ES"
"653",653,653,"Y",999,55,1,NA,NA,NA,-0.216866240744262,"es",0.458333333333333,0.458333333333333,11,91,NA,NA,117,0,79,41,"EL",NA,0.537396437738068,"EL","NotReported","Hispanic","es","ES"
"654",654,654,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"es",0.333333333333333,0.333333333333333,11,81,NA,NA,110,0,80,41,"EL",NA,0.00961066622740277,"EL","NotReported","Hispanic","es","ES"
"655",655,655,"Y",999,55,1,NA,NA,NA,1.01561942017272,"es",0.833333333333333,0.833333333333333,11,67,NA,NA,91,0,87,41,"EL",NA,1.3917016826261,"EL","NotReported","Hispanic","es","ES"
"656",656,656,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,11,90,NA,NA,118,0,78,41,"EL",NA,0.435453422565096,"EL","NotReported","Hispanic","es","ES"
"657",657,657,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,11,87,NA,NA,113,1,99,41,"EL",155,-1.41116680779841,"EL","NotReported","Hispanic","en","ES"
"658",658,658,"Y",999,55,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,11,111,NA,NA,132,1,96,41,"EL",348,0.804028220273634,"EL","NotReported","Hispanic","es","ES"
"659",659,659,"Y",999,55,1,NA,NA,NA,0.310352135375381,"es",0.625,0.625,11,74,NA,NA,100,1,101,41,"EL",166,0.0246186697780949,"EL","NotReported","Hispanic","es","ES"
"660",660,660,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,102,NA,NA,131,1,91,41,"EL",150,0.242285499710067,"EL","NotReported","Hispanic","es","ES"
"661",661,661,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,64,NA,NA,101,1,100,41,"EL",NA,-1.11296999137541,"EL","NotReported","Hispanic","es","ES"
"662",662,662,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,11,79,NA,NA,122,1,95,41,"EL",151,0.435816824280018,"EL","NotReported","Hispanic","es","ES"
"663",663,663,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,52,NA,NA,150,1,98,41,"EL",150,-1.01842488736818,"EL","NotReported","Hispanic","es","ES"
"664",664,664,"Y",999,55,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,11,69,NA,NA,122,1,100,41,"EL",151,0.614938012259159,"EL","NotReported","Hispanic","es","ES"
"665",665,665,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,11,96,NA,NA,126,1,101,41,"EL",364,0.152181512258305,"EL","NotReported","Hispanic","es","ES"
"666",666,666,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"es",0.375,0.375,11,NA,NA,NA,92,1,101,41,"EL",150,-0.812256857738799,"EL","NotReported","Hispanic","es","ES"
"667",667,667,"Y",999,55,0,NA,NA,NA,-2.39904868574974,"en",0.275,0.275,11,99,NA,NA,115,1,90,41,"EO",NA,-2.16478407930722,"EO","NotReported","Hispanic","en","EO"
"668",668,668,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,50,NA,NA,106,1,101,41,"EL",368,-0.230440020326122,"EL","NotReported","Hispanic","es","ES"
"669",669,669,"N",700,55,1,NA,NA,NA,-1.21997844620836,"es",0.208333333333333,0.208333333333333,11,109,NA,NA,132,1,93,41,"EL",279,-1.12753149577669,"EL","NotReported","Not Hispanic","es","ES"
"670",670,670,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"es",0.1,0.166666666666667,11,113,NA,NA,114,1,90,41,"EL",247,-1.14144748372884,"EL","NotReported","Hispanic","es","ES"
"671",671,671,"Y",999,55,1,NA,NA,NA,0.310352135375381,"es",0.625,0.625,11,57,NA,NA,54,1,95,41,"EL",155,0.308253981799808,"EL","NotReported","Hispanic","es","ES"
"672",672,672,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,74,NA,NA,98,1,99,41,"EL",323,-1.24230390032617,"EL","NotReported","Hispanic","en","ES"
"673",673,673,"Y",999,55,1,NA,NA,NA,1.69560932215827,"es",0.958333333333333,0.958333333333333,11,NA,NA,NA,123,1,99,41,"EL",151,1.50442096056822,"EL","NotReported","Hispanic","es","ES"
"674",674,674,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,11,43,NA,NA,98,1,93,41,"EL",150,-0.273634857489188,"EL","NotReported","Hispanic","es","ES"
"675",675,675,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,NA,NA,NA,111,1,102,41,"EL",150,-1.38412155633702,"EL","NotReported","Hispanic","es","ES"
"676",676,676,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,11,91,NA,NA,129,1,92,41,"EL",158,0.577634480290875,"EL","NotReported","Hispanic","es","ES"
"677",677,677,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,NA,NA,NA,NA,1,96,41,"EL",150,-0.923879783360939,"EL","NotReported","Hispanic","es","ES"
"678",678,678,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,11,70,NA,NA,101,1,98,41,"EL",325,-0.509997617507282,"EL","NotReported","Hispanic","en","ES"
"679",679,679,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,11,129,NA,NA,130,1,95,41,"EL",436,-1.22207659978393,"EL","NotReported","Hispanic","en","ES"
"680",680,680,"Y",999,55,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,11,94,NA,NA,108,1,93,41,"EO",NA,1.51219494353418,"EO","NotReported","Hispanic","en","EO"
"681",681,681,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,11,64,NA,NA,98,1,97,41,"EL",351,0.609515981300254,"EL","NotReported","Hispanic","en","ES"
"682",682,682,"Y",700,55,1,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,11,105,NA,NA,119,1,93,41,"EL",448,1.51219494353418,"EL","NotReported","Hispanic","en","ES"
"683",683,683,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"es",0.333333333333333,0.333333333333333,11,NA,NA,NA,108,1,91,41,"EL",150,-0.510387405812405,"EL","NotReported","Hispanic","es","ES"
"684",684,684,"Y",999,55,1,NA,NA,NA,-1.21997844620836,"es",0.208333333333333,0.208333333333333,11,NA,NA,NA,77,1,94,41,"EL",NA,-1.17480404778031,"EL","NotReported","Hispanic","es","ES"
"685",685,685,"Y",999,55,1,NA,NA,NA,1.41974799310251,"es",0.916666666666667,0.916666666666667,11,104,NA,NA,112,1,98,41,"EL",415,1.27583218351608,"EL","NotReported","Hispanic","es","ES"
"686",686,686,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"es",0.25,0.25,11,71,NA,NA,131,1,93,41,"EL",150,-0.958668588304455,"EL","NotReported","Hispanic","es","ES"
"687",687,687,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"es",0.1,0.166666666666667,11,62,NA,NA,92,1,101,41,"EL",253,-1.66144555576865,"EL","NotReported","Hispanic","es","ES"
"688",688,688,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"es",0.541666666666667,0.541666666666667,11,120,NA,NA,139,1,89,41,"EL",173,0.336830603717305,"EL","NotReported","Hispanic","es","ES"
"689",689,689,"Y",999,55,1,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,11,131,NA,NA,119,1,96,41,"EL",414,1.64623861657908,"EL","NotReported","Hispanic","en","ES"
"690",690,690,"Y",999,55,0,NA,NA,NA,2.07004231288952,"en",1,1,11,85,NA,NA,98,1,95,41,"EO",NA,2.06794415931395,"EO","NotReported","Hispanic","en","EO"
"691",691,691,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,11,95,NA,NA,95,1,96,41,"EL",400,0.656788533303873,"EL","NotReported","Hispanic","en","ES"
"692",692,692,"N",700,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,93,NA,NA,112,1,96,41,"EO",NA,-1.10048624431531,"EO","NotReported","Not Hispanic","en","EO"
"693",693,693,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,52,NA,NA,97,1,91,41,"EL",150,-0.864123484297217,"EL","NotReported","Hispanic","en","ES"
"694",694,694,"Y",999,55,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,98,NA,NA,107,1,97,41,"EL",367,-0.623166649724323,"EL","NotReported","Hispanic","en","ES"
"695",695,695,"Y",999,55,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,11,117,NA,NA,125,1,91,41,"EL",208,1.38732073154671,"EL","NotReported","Hispanic","en","ES"
"696",696,696,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,70,NA,NA,100,1,97,41,"EL",339,-0.0413498123116461,"EL","NotReported","Hispanic","en","ES"
"697",697,697,"Y",999,55,1,NA,NA,NA,-0.366081807920853,"es",0.416666666666667,0.416666666666667,11,82,NA,NA,106,1,98,41,"EL",260,-0.509997617507282,"EL","NotReported","Hispanic","es","ES"
"698",698,698,"Y",999,55,1,NA,NA,NA,-1.37571209017136,"es",0.1,0.166666666666667,11,74,NA,NA,124,1,94,41,"EL",195,-1.33053769174331,"EL","NotReported","Hispanic","es","ES"
"699",699,699,"Y",700,55,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,11,116,NA,NA,115,1,90,41,"EO",NA,1.24988402661524,"EO","NotReported","Hispanic","en","EO"
"700",700,700,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"es",0.333333333333333,0.333333333333333,11,68,NA,NA,114,1,98,41,"EL",324,-0.841295269837738,"EL","NotReported","Hispanic","es","ES"
"701",701,701,"Y",999,55,1,NA,NA,NA,0.437914977855591,"es",0.666666666666667,0.666666666666667,11,76,NA,NA,138,1,97,41,"EL",241,0.341271720272781,"EL","NotReported","Hispanic","es","ES"
"702",702,702,"Y",999,55,1,NA,NA,NA,2.07004231288952,"en",1,1,11,87,NA,NA,93,1,101,41,"EL",NA,1.78430884729223,"EL","NotReported","Hispanic","en","ES"
"703",703,703,"Y",999,55,1,NA,NA,NA,0.853398925852826,"es",0.791666666666667,0.791666666666667,11,66,NA,NA,128,1,94,41,"EL",250,0.898573324280872,"EL","NotReported","Hispanic","es","ES"
"704",704,704,"Y",999,55,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,109,NA,NA,119,1,99,41,"EL",343,-0.135894916318884,"EL","NotReported","Hispanic","en","ES"
"705",705,705,"N",100,55,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,11,100,NA,NA,109,1,90,41,"EO",NA,-0.640244471339225,"EO","NotReported","Not Hispanic","en","EO"
"706",706,706,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,11,77,NA,NA,99,1,91,41,"EL",247,-0.687517023342844,"EL","NotReported","Hispanic","en","ES"
"707",707,707,"Y",999,55,1,NA,NA,NA,-0.874509077781747,"es",0.291666666666667,0.291666666666667,11,95,NA,NA,116,1,93,41,"EL",357,-0.782062127350082,"EL","NotReported","Hispanic","es","ES"
"708",708,708,"N",700,55,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,11,83,NA,NA,110,1,95,41,"EO",NA,0.0531952916955917,"EO","NotReported","Not Hispanic","en","EO"
"709",709,709,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,11,NA,NA,NA,NA,1,89,41,"EL",234,0.987696397329206,"EL","NotReported","Hispanic","en","ES"
"710",710,710,"Y",999,55,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,11,118,NA,NA,126,1,95,41,"EL",428,-0.699477613826881,"EL","NotReported","Hispanic","en","ES"
"711",711,711,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,11,83,NA,NA,99,1,97,41,"EL",415,0.609515981300254,"EL","NotReported","Hispanic","en","ES"
"712",712,712,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,11,80,90,93,NA,1,89,41,"EO",NA,-0.244986233695372,"EO","NotReported","Hispanic","en","EO"
"713",713,713,"Y",999,55,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,11,76,74,80,NA,1,100,41,"EL",394,-0.0548225841447392,"EL","NotReported","Hispanic","en","ES"
"714",714,714,"Y",999,55,0,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,11,80,101,86,NA,1,94,41,"EO",NA,-1.17480404778031,"EO","NotReported","Hispanic","en","EO"
"715",715,715,"Y",999,55,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,11,93,105,88,NA,1,97,41,"EL",325,-1.14775879631893,"EL","NotReported","Hispanic","en","ES"
"716",716,716,"Y",700,55,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,11,75,97,91,NA,1,98,41,"EO",NA,0.424965782302095,"EO","NotReported","Hispanic","en","EO"
"717",717,717,"N",600,2,0,NA,NA,NA,-0.763251163858116,"en",0.45,0.4375,10,80,84,94,NA,0,87,16,"EO",NA,-0.387168901404737,"EO","Eligible","Not Hispanic","en","EO"
"718",718,718,"N",200,1,0,NA,NA,NA,-1.17319408884995,"en",0.375,0.375,10,91,90,103,NA,0,80,16,"EO",NA,-0.466203962371239,"EO","Eligible","Not Hispanic","en","EO"
"719",719,719,"N",700,0,0,NA,NA,NA,-1.3373526565918,"en",0.35,0.3125,10,94,99,102,NA,0,88,16,"EO",NA,-1.00854294614204,"EO","Ineligible","Not Hispanic","en","EO"
"720",720,720,"N",700,0,0,NA,NA,NA,-0.167359788569284,"en",0.575,0.5625,10,100,122,115,NA,0,79,16,"EO",NA,0.586902889913046,"EO","Ineligible","Not Hispanic","en","EO"
"721",721,721,"N",600,2,0,NA,NA,NA,-0.299524492150996,"en",0.55,0.53125,10,98,115,97,NA,0,88,16,"EO",NA,0.0292852182987636,"EO","Eligible","Not Hispanic","en","EO"
"722",722,722,"N",600,0,0,NA,NA,NA,-1.8627848485315,"en",0.225,0.1875,10,92,NA,NA,NA,0,86,16,"EO",NA,-1.4394300340745,"EO","Ineligible","Not Hispanic","en","EO"
"723",723,723,"N",700,0,0,NA,NA,NA,-0.920293131083552,"en",0.425,0.40625,10,107,123,109,NA,0,81,16,"EO",NA,-0.26057555660846,"EO","Ineligible","Not Hispanic","en","EO"
"724",724,724,"Y",700,0,0,NA,NA,NA,-0.173291699184974,"en",0.6,0.5625,10,95,109,95,NA,0,88,16,"EO",NA,0.155518011264786,"EO","Ineligible","Hispanic","en","EO"
"725",725,725,"N",800,0,0,NA,NA,NA,-0.0509669850588511,"en",0.625,0.59375,10,101,112,110,NA,0,86,16,"EO",NA,0.372387829398146,"EO","Ineligible","Not Hispanic","en","EO"
"726",726,726,"N",200,0,0,NA,NA,NA,-0.577207661002333,"en",0.5,0.46875,1,98,110,87,NA,0,86,16,"EO",NA,-0.153852846545336,"EO","Ineligible","Not Hispanic","en","EO"
"727",727,727,"Y",700,1,0,NA,NA,NA,0.054531657040154,"en",0.675,0.625,10,88,97,95,NA,0,76,16,"EO",NA,0.95061199153334,"EO","Eligible","Hispanic","en","EO"
"728",728,728,"N",600,2,0,NA,NA,NA,-2.36129017442156,"en",0.175,0.21875,10,85,88,99,NA,0,77,16,"EO",NA,-1.51248239193199,"EO","Eligible","Not Hispanic","en","EO"
"729",729,729,"N",600,0,0,NA,NA,NA,-1.32810767070559,"en",0.35,0.34375,10,105,114,102,NA,0,76,16,"EO",NA,-0.432027336212404,"EO","Ineligible","Not Hispanic","en","EO"
"730",730,730,"N",800,2,0,NA,NA,NA,-1.8627848485315,"en",0.225,0.1875,10,99,93,109,NA,0,81,16,"EO",NA,-1.20306727405641,"EO","Eligible","Not Hispanic","en","EO"
"731",731,731,"N",600,0,0,NA,NA,NA,-2.06151477378938,"en",0.225,0.25,10,68,68,72,NA,0,82,16,"EO",NA,-1.44906975131791,"EO","Ineligible","Not Hispanic","en","EO"
"732",732,732,"N",700,0,0,NA,NA,NA,-2.14512030407946,"en",0.2,0.21875,10,103,90,113,NA,0,79,16,"EO",NA,-1.39085762559713,"EO","Ineligible","Not Hispanic","en","EO"
"733",733,733,"N",600,2,0,NA,NA,NA,-0.301858799449767,"en",0.525,0.53125,10,NA,NA,NA,NA,0,81,16,"EO",NA,0.357858775025325,"EO","Eligible","Not Hispanic","en","EO"
"734",734,734,"N",600,0,0,NA,NA,NA,1.10201501087498,"en",0.75,0.84375,10,76,96,86,NA,1,108,16,"EO",NA,0.485373681252362,"EO","Ineligible","Not Hispanic","en","EO"
"735",735,735,"Y",300,0,1,NA,NA,NA,-1.07070072592852,"en",0.4,0.375,10,87,103,81,NA,1,93,16,"EL",NA,-0.978253775496855,"EL","Ineligible","Hispanic","en","ES"
"736",736,736,"N",600,55,0,NA,1,2,-1.05111553873612,"en",0.25,0.25,6,96,90,106,NA,0,81,38,"EO",NA,-0.391397964261028,"EO","NotReported","Not Hispanic","en","EO"
"737",737,737,"Y",999,55,1,NA,1,3,-0.697379460251308,"en",0.333333333333333,0.333333333333333,6,80,83,82,NA,0,86,38,"EL",NA,-0.274024645794311,"EL","NotReported","Hispanic","en","ES"
"738",738,738,"U",800,55,0,NA,0,NA,1.20032867710781,"en",0.875,0.875,6,114,89,101,NA,0,81,38,"EO",NA,1.8600462515829,"EO","NotReported","not Available","en","EO"
"739",739,739,"Y",999,55,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,6,59,68,70,NA,0,85,38,"EO",NA,-0.580488172275504,"EO","NotReported","Hispanic","en","EO"
"740",740,740,"N",700,55,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,6,104,93,99,NA,0,78,38,"EO",NA,-0.249580308250171,"EO","NotReported","Not Hispanic","en","EO"
"741",741,741,"U",800,55,0,NA,0,NA,-0.0772846962889839,"en",0.5,0.5,6,96,114,99,NA,0,79,38,"EO",NA,0.676977982193346,"EO","NotReported","not Available","en","EO"
"742",742,742,"N",700,55,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,6,99,114,102,NA,0,84,38,"EO",NA,1.08678151035276,"EO","NotReported","Not Hispanic","en","EO"
"743",743,743,"N",700,55,0,NA,0,NA,0.706159238883065,"en",0.75,0.75,6,114,114,110,NA,0,81,38,"EO",NA,1.36587681335816,"EO","NotReported","Not Hispanic","en","EO"
"744",744,744,"N",700,55,0,NA,0,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,6,87,85,96,NA,0,79,38,"EO",NA,-0.46571576772603,"EO","NotReported","Not Hispanic","en","EO"
"745",745,745,"N",400,55,0,NA,0,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,6,106,120,110,NA,0,80,38,"EO",NA,2.12673811958122,"EO","NotReported","Not Hispanic","en","EO"
"746",746,746,"N",700,55,0,NA,0,NA,-1.37571209017136,"en",0.1,0.166666666666667,6,90,108,99,NA,0,76,38,"EO",NA,-0.479631755678174,"EO","NotReported","Not Hispanic","en","EO"
"747",747,747,"Y",999,55,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,6,97,93,95,NA,0,83,38,"EO",NA,-0.485943068268266,"EO","NotReported","Hispanic","en","EO"
"748",748,748,"Y",999,55,1,NA,1,2,-0.526523392141513,"en",0.375,0.375,6,82,89,95,NA,0,82,38,"EL",NA,0.08592163032996,"EL","NotReported","Hispanic","en","ES"
"749",749,749,"N",400,55,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,6,99,95,94,NA,0,77,38,"EO",NA,-0.202307756246552,"EO","NotReported","Not Hispanic","en","EO"
"750",750,750,"N",700,55,0,NA,0,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,6,128,129,117,NA,0,77,38,"EO",NA,1.28672276034516,"EO","NotReported","Not Hispanic","en","EO"
"751",751,751,"N",700,55,1,NA,1,3,-0.216866240744262,"en",0.458333333333333,0.458333333333333,6,101,109,98,NA,0,84,38,"EL",NA,0.301033677719973,"EL","NotReported","Not Hispanic","en","ES"
"752",752,752,"U",800,55,0,NA,0,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,6,126,121,77,NA,0,86,38,"EO",NA,0.0572730065361444,"EO","NotReported","not Available","en","EO"
"753",753,753,"Y",999,55,0,NA,0,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,6,102,118,105,NA,0,77,38,"EO",NA,1.0324461119385,"EO","NotReported","Hispanic","en","EO"
"754",754,754,"N",700,55,0,NA,0,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,6,68,75,82,NA,0,86,38,"EO",NA,-0.796623631751363,"EO","NotReported","Not Hispanic","en","EO"
"755",755,755,"Y",999,55,0,NA,1,3,-1.21997844620836,"en",0.208333333333333,0.208333333333333,6,90,104,92,NA,0,85,38,"EO",NA,-0.749351079747744,"EO","NotReported","Hispanic","en","EO"
"756",756,756,"U",800,55,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,6,102,120,105,NA,0,83,38,"EO",NA,1.13405406235638,"EO","NotReported","not Available","en","EO"
"757",757,757,"N",700,55,0,NA,0,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,6,77,85,96,NA,0,79,38,"EO",NA,-0.120246399299417,"EO","NotReported","Not Hispanic","en","EO"
"758",758,758,"U",800,55,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,6,90,93,99,NA,0,79,38,"EO",NA,1.32314427037085,"EO","NotReported","not Available","en","EO"
"759",759,759,"Y",100,55,1,NA,1,3,-0.697379460251308,"en",0.333333333333333,0.333333333333333,6,83,99,90,NA,0,83,38,"EL",NA,-0.132206989783454,"EL","NotReported","Hispanic","en","ES"
"760",760,760,"U",800,55,0,NA,0,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,6,102,97,102,NA,0,77,38,"EO",NA,-0.0257012952921795,"EO","NotReported","not Available","en","EO"
"761",761,761,"N",700,55,0,NA,0,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,6,97,117,110,NA,0,79,38,"EO",NA,2.17401067158484,"EO","NotReported","Not Hispanic","en","EO"
"762",762,762,"Y",100,55,0,NA,0,NA,-0.0772846962889839,"en",0.5,0.5,6,82,97,97,NA,0,85,38,"EO",NA,0.393342670171632,"EO","NotReported","Hispanic","en","EO"
"763",763,763,"Y",100,55,0,NA,0,NA,-0.526523392141513,"es",0.375,0.375,6,110,122,112,NA,0,77,38,"EO",NA,0.322284390348055,"EO","NotReported","Hispanic","es","EO"
"764",764,764,"Y",999,55,1,NA,1,3,0.568881591888524,"en",0.708333333333333,0.708333333333333,6,85,99,86,NA,0,83,38,"EL",NA,1.13405406235638,"EL","NotReported","Hispanic","en","ES"
"765",765,765,"Y",999,55,0,NA,0,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,6,99,113,97,NA,0,87,38,"EO",NA,0.431375707724543,"EO","NotReported","Hispanic","en","EO"
"766",766,766,"U",800,55,0,NA,0,NA,-0.0772846962889839,"en",0.5,0.5,6,117,117,97,NA,0,83,38,"EO",NA,0.48788777417887,"EO","NotReported","not Available","en","EO"
"767",767,767,"Y",999,55,1,NA,1,3,-1.05111553873612,"en",0.25,0.25,6,99,104,99,NA,0,76,38,"EL",NA,-0.155035204242934,"EL","NotReported","Hispanic","en","ES"
