"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","LetAbility","langinst","wPercentCx","rawPercentCx","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","LetAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"136",136,136,"Y",700,3,0,NA,0,3,0.936751538683891,"en",0.85,0.84375,5,79,94,73,NA,1,97,21,"EO",NA,0.840108281101081,"EO","Eligible","Hispanic","en","EO"
"137",137,137,"Y",700,3,0,NA,0,1,0.975183200982092,"en",0.825,0.84375,5,87,79,88,NA,1,91,21,"EO",NA,1.16217525542099,"EO","Eligible","Hispanic","en","EO"
"138",138,138,"Y",700,3,1,NA,1,3,0.452105923467513,"en",0.7,0.71875,5,63,66,74,NA,1,98,21,"EL",395,0.308190113881084,"EL","Eligible","Hispanic","en","ES"
"139",139,139,"N",600,0,0,NA,0,3,1.05764584136237,"en",0.775,0.84375,5,116,113,110,NA,1,93,21,"EO",NA,1.15009279179404,"EO","Ineligible","Not Hispanic","en","EO"
"140",140,140,"N",600,3,0,NA,0,3,0.789058908905942,"en",0.825,0.8125,5,130,131,122,NA,1,91,21,"EO",NA,0.976050963344845,"EO","Eligible","Not Hispanic","en","EO"
"141",141,141,"N",600,3,0,NA,0,3,0.100430567862464,"en",0.6,0.625,5,95,91,84,NA,1,102,21,"EO",NA,-0.232575449738441,"EO","Eligible","Not Hispanic","en","EO"
"142",142,142,"Y",999,55,1,NA,1,2,-0.874509077781747,"en",0.291666666666667,0.291666666666667,7,95,99,90,NA,1,89,7,"EL",243,-0.592971919335606,"EL","NotReported","Hispanic","en","ES"
"143",143,143,"Y",999,55,0,NA,NA,NA,-2.53678891661759,"es",0.4,0.4,7,NA,NA,58,NA,1,94,7,"EO",NA,-2.49161451818954,"EO","NotReported","Hispanic","es","EO"
"144",144,144,"Y",700,55,0,NA,NA,NA,1.33092734205538,"en",0.925,0.925,7,87,101,89,NA,1,94,7,"EO",NA,1.37610174048343,"EO","NotReported","Hispanic","en","EO"
"145",145,145,"Y",999,55,1,NA,1,3,-0.526523392141513,"en",0.375,0.375,7,69,52,72,NA,1,98,7,"EL",NA,-0.670439201727942,"EL","NotReported","Hispanic","en","ES"
"146",146,146,"Y",999,55,1,NA,1,3,0.706159238883065,"en",0.75,0.75,7,109,108,89,NA,1,92,7,"EL",150,0.845878741318349,"EL","NotReported","Hispanic","en","ES"
"147",147,147,"Y",999,55,1,NA,1,1,-0.366081807920853,"es",0.416666666666667,0.416666666666667,7,71,69,73,NA,1,94,7,"EL",163,-0.320907409492807,"EL","NotReported","Hispanic","es","ES"
"148",148,148,"Y",999,55,1,NA,1,1,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,77,92,77,NA,1,92,7,"EL",169,-0.226362305485569,"EL","NotReported","Hispanic","en","ES"
"149",149,149,"Y",999,55,1,NA,1,2,0.853398925852826,"en",0.791666666666667,0.791666666666667,7,113,125,103,NA,1,96,7,"EL",214,0.804028220273634,"EL","NotReported","Hispanic","en","ES"
"150",150,150,"Y",999,55,1,NA,1,2,0.706159238883065,"en",0.75,0.75,7,79,100,85,NA,1,95,7,"EL",151,0.704061085307492,"EL","NotReported","Hispanic","en","ES"
"151",151,151,"Y",999,55,1,NA,1,3,-0.0772846962889839,"en",0.5,0.5,7,82,98,82,NA,1,94,7,"EL",417,-0.0321102978609377,"EL","NotReported","Hispanic","en","ES"
"152",152,152,"Y",999,55,1,NA,1,1,-0.874509077781747,"en",0.291666666666667,0.291666666666667,7,73,71,70,NA,1,93,7,"EL",190,-0.782062127350082,"EL","NotReported","Hispanic","en","ES"
"153",153,153,"Y",999,55,1,NA,1,3,0.310352135375381,"en",0.625,0.625,7,76,98,66,NA,1,99,7,"EL",321,0.119163773785333,"EL","NotReported","Hispanic","en","ES"
"154",154,154,"Y",999,55,1,NA,1,2,-0.216866240744262,"es",0.458333333333333,0.458333333333333,7,69,89,63,NA,1,96,7,"EL",225,-0.266236946323454,"EL","NotReported","Hispanic","es","ES"
"155",155,155,"Y",999,55,1,NA,1,2,1.41974799310251,"en",0.916666666666667,0.916666666666667,7,93,102,90,NA,1,88,7,"EL",313,1.74855770355227,"EL","NotReported","Hispanic","en","ES"
"156",156,156,"Y",700,55,1,NA,0,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,7,56,44,66,NA,1,88,7,"EL",191,-0.545699367331987,"EL","NotReported","Hispanic","en","ES"
"157",157,157,"Y",999,55,1,NA,1,3,0.183638329448928,"en",0.583333333333333,0.583333333333333,7,96,121,100,NA,1,94,7,"EL",373,0.228812727876974,"EL","NotReported","Hispanic","en","ES"
"158",158,158,"Y",999,55,0,NA,NA,NA,0.355311433632671,"en",0.715909090909091,0.714285714285714,7,69,95,75,NA,1,97,7,"EO",NA,0.258668176049861,"EO","NotReported","Hispanic","en","EO"
"159",159,159,"Y",999,55,1,NA,1,2,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,93,107,93,NA,1,89,7,"EL",254,0.0646709177018787,"EL","NotReported","Hispanic","en","ES"
"160",160,160,"Y",700,55,1,NA,1,3,0.183638329448928,"en",0.583333333333333,0.583333333333333,7,112,112,104,NA,1,89,7,"EL",339,0.465175487895069,"EL","NotReported","Hispanic","en","ES"
"161",161,161,"Y",999,55,1,NA,1,3,0.568881591888524,"en",0.708333333333333,0.708333333333333,7,92,108,88,NA,1,88,7,"EL",168,0.897691302338284,"EL","NotReported","Hispanic","en","ES"
"162",162,162,"N",100,55,0,NA,0,NA,-0.526523392141513,"en",0.375,0.375,7,88,104,92,NA,1,99,7,"EO",NA,-0.717711753731561,"EO","NotReported","Not Hispanic","en","EO"
"163",163,163,"Y",999,55,1,NA,1,3,-1.57132172127552,"en",0.425,0.425,7,123,119,102,NA,1,89,7,"EL",449,-1.28978456282938,"EL","NotReported","Hispanic","en","ES"
"164",164,164,"Y",999,55,1,NA,1,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,7,86,92,85,NA,1,98,7,"EL",NA,-1.36389425579479,"EL","NotReported","Hispanic","en","ES"
"165",165,165,"Y",999,55,0,NA,0,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,7,136,124,103,NA,1,98,7,"EO",NA,0.709483116266396,"EO","NotReported","Hispanic","en","EO"
"166",166,166,"Y",999,55,1,NA,1,3,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,88,99,87,NA,1,90,7,"EL",179,-0.131817201478331,"EL","NotReported","Hispanic","en","ES"
"167",167,167,"Y",999,55,0,NA,0,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,7,109,106,103,NA,1,92,7,"EO",NA,1.55946749553779,"EO","NotReported","Hispanic","en","EO"
"168",168,168,"Y",999,55,1,NA,NA,NA,0.310352135375381,"en",0.625,0.625,7,103,97,100,NA,1,98,7,"EL",NA,0.166436325788952,"EL","NotReported","Hispanic","en","ES"
"169",169,169,"Y",999,55,0,NA,0,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,7,76,86,79,NA,1,91,7,"EO",NA,0.624907032294494,"EO","NotReported","Hispanic","en","EO"
"170",170,170,"Y",700,55,0,NA,0,NA,0.706159238883065,"en",0.75,0.75,7,74,80,70,NA,1,93,7,"EO",NA,0.79860618931473,"EO","NotReported","Hispanic","en","EO"
"171",171,171,"Y",999,55,1,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,7,NA,NA,NA,NA,1,88,7,"EL",292,0.111943469705498,"EL","NotReported","Hispanic","en","ES"
"172",172,172,"Y",999,55,1,NA,1,1,0.0552934452711644,"es",0.541666666666667,0.541666666666667,7,78,95,78,NA,1,98,7,"EL",166,-0.088622364315265,"EL","NotReported","Hispanic","es","ES"
"173",173,173,"Y",999,55,1,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,7,123,119,125,NA,1,88,7,"EL",361,2.02441903260803,"EL","NotReported","Hispanic","en","ES"
"174",174,174,"Y",999,55,0,NA,0,NA,0.310352135375381,"en",0.625,0.625,7,109,112,102,NA,1,91,7,"EO",NA,0.497344189814284,"EO","NotReported","Hispanic","en","EO"
"175",175,175,"Y",999,55,1,NA,1,2,0.853398925852826,"en",0.791666666666667,0.791666666666667,7,86,104,93,NA,1,88,7,"EL",150,1.18220863630259,"EL","NotReported","Hispanic","en","ES"
"176",176,176,"Y",999,55,0,NA,0,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,7,73,93,78,NA,1,95,7,"EO",NA,-0.368179961496426,"EO","NotReported","Hispanic","en","EO"
"177",177,177,"Y",999,55,1,NA,1,3,0.706159238883065,"en",0.75,0.75,7,108,115,77,NA,1,98,7,"EL",NA,0.562243429296636,"EL","NotReported","Hispanic","en","ES"
"178",178,178,"Y",999,55,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,7,90,106,82,NA,1,92,7,"EL",296,1.155338922608,"EL","NotReported","Hispanic","en","ES"
"179",179,179,"Y",100,55,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,7,71,91,71,NA,1,99,7,"EL",151,-0.268473057879032,"EL","NotReported","Hispanic","en","ES"
"180",180,180,"Y",999,55,0,NA,1,3,1.41974799310251,"en",0.916666666666667,0.916666666666667,7,95,101,90,NA,1,99,7,"EO",NA,1.22855963151246,"EO","NotReported","Hispanic","en","EO"
"181",181,181,"Y",999,55,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,7,90,106,84,NA,1,99,7,"EL",399,0.514970877293017,"EL","NotReported","Hispanic","en","ES"
"182",182,182,"Y",999,55,1,NA,1,2,1.01561942017272,"en",0.833333333333333,0.833333333333333,7,NA,NA,NA,NA,1,97,7,"EL",366,0.91897616258991,"EL","NotReported","Hispanic","en","ES"
"183",183,183,"Y",999,55,0,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,7,80,108,94,NA,1,96,7,"EO",NA,-0.575894097720704,"EO","NotReported","Hispanic","en","EO"
"184",184,184,"Y",999,55,0,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,7,119,107,99,NA,1,91,7,"EO",NA,-0.864123484297217,"EO","NotReported","Hispanic","en","EO"
"185",185,185,"Y",999,55,1,NA,1,3,-0.0772846962889839,"en",0.5,0.5,7,88,107,93,NA,1,89,7,"EL",400,0.204252462157157,"EL","NotReported","Hispanic","en","ES"
"186",186,186,"Y",999,55,0,NA,0,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,7,83,97,93,NA,1,89,7,"EO",NA,-0.415842301805167,"EO","NotReported","Hispanic","en","EO"
"187",187,187,"Y",999,55,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,7,88,104,81,NA,1,96,7,"EL",323,0.966248714593528,"EL","NotReported","Hispanic","en","ES"
"188",188,188,"Y",999,55,1,NA,1,1,-0.697379460251308,"es",0.333333333333333,0.333333333333333,7,72,55,63,NA,1,96,7,"EL",150,-0.7467501658305,"EL","NotReported","Hispanic","es","ES"
"189",189,189,"Y",700,3,0,NA,NA,NA,1.14718094579119,"en",0.85,0.875,8,46,51,67,NA,1,99,12,"EO",NA,0.955992584201142,"EO","Eligible","Hispanic","en","EO"
"190",190,190,"Y",700,3,0,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,8,96,97,94,NA,1,93,12,"EO",NA,-1.53891851664424,"EO","Eligible","Hispanic","en","EO"
"191",191,191,"Y",700,3,0,NA,NA,NA,-0.85960365033923,"en",0.45,0.40625,8,81,87,76,NA,1,100,12,"EO",NA,-1.0980645639329,"EO","Eligible","Hispanic","en","EO"
"192",192,192,"Y",700,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,8,98,113,98,NA,1,98,12,"EO",NA,0.709483116266396,"EO","Ineligible","Hispanic","en","EO"
"193",193,193,"Y",700,3,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,8,74,85,84,NA,1,93,12,"EL",449,1.10806637060439,"EL","Eligible","Hispanic","en","ES"
"194",194,194,"Y",700,3,0,NA,NA,NA,1.01542889792082,"en",0.8,0.84375,8,83,98,86,NA,1,92,12,"EO",NA,1.1551484003561,"EO","Eligible","Hispanic","en","EO"
"195",195,195,"Y",700,3,0,NA,NA,NA,1.34808118989647,"en",0.875,0.90625,8,79,103,86,NA,1,92,12,"EO",NA,1.48780069233175,"EO","Eligible","Hispanic","en","EO"
"196",196,196,"Y",700,3,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,8,111,112,111,NA,1,96,12,"EO",NA,1.37037728752332,"EO","Eligible","Hispanic","en","EO"
"197",197,197,"Y",700,3,0,NA,NA,NA,0.307012014185126,"en",0.7,0.6875,8,75,93,82,NA,1,95,12,"EO",NA,0.304913860609553,"EO","Eligible","Hispanic","en","EO"
"198",198,198,"Y",700,3,0,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,8,68,63,72,NA,1,98,12,"EO",NA,0.283923351113442,"EO","Eligible","Hispanic","en","EO"
"199",199,199,"Y",700,3,0,NA,NA,NA,1.05886917649267,"en",0.9,0.875,8,108,106,108,NA,1,99,12,"EO",NA,0.867680814902622,"EO","Eligible","Hispanic","en","EO"
"200",200,200,"Y",700,3,0,NA,NA,NA,1.05886917649267,"en",0.9,0.875,8,112,106,115,NA,1,94,12,"EO",NA,1.10404357492072,"EO","Eligible","Hispanic","en","EO"
"201",201,201,"Y",700,3,0,NA,NA,NA,0.404481589687733,"en",0.75,0.71875,8,84,96,82,NA,1,92,12,"EO",NA,0.544201092123017,"EO","Eligible","Hispanic","en","EO"
"202",202,202,"Y",700,3,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,8,59,64,69,NA,1,97,12,"EO",NA,0.756755668270015,"EO","Eligible","Hispanic","en","EO"
"203",203,203,"Y",700,3,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,8,58,59,58,NA,1,94,12,"EL",273,1.24550307553586,"EL","Eligible","Hispanic","en","ES"
"204",204,204,"Y",700,3,0,NA,NA,NA,-1.75496210888411,"en",0.275,0.28125,8,89,82,85,NA,1,95,12,"EO",NA,-1.75706026245968,"EO","Eligible","Hispanic","en","EO"
"205",205,205,"Y",700,3,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,8,65,55,70,NA,1,96,12,"EO",NA,1.05252004806993,"EO","Eligible","Hispanic","en","EO"
"206",206,206,"Y",700,3,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,8,98,97,88,NA,1,93,12,"EO",NA,1.51219494353418,"EO","Eligible","Hispanic","en","EO"
"207",207,207,"Y",700,0,0,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,8,118,116,107,NA,1,92,12,"EO",NA,1.11490270341738,"EO","Ineligible","Hispanic","en","EO"
"208",208,208,"Y",700,3,0,NA,NA,NA,-0.577207661002333,"en",0.5,0.46875,8,72,81,72,NA,1,92,12,"EO",NA,-0.437488158567049,"EO","Eligible","Hispanic","en","EO"
"209",209,209,"Y",700,3,1,NA,NA,NA,-0.642875193318885,"en",0.45,0.46875,8,88,94,90,NA,1,89,12,"EL",220,-0.361338034872744,"EL","Eligible","Hispanic","en","ES"
"210",210,210,"Y",700,3,1,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,8,68,86,78,NA,1,95,12,"EL",168,-0.163593539406855,"EL","Eligible","Hispanic","en","ES"
"211",211,211,"Y",700,3,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,8,NA,NA,NA,NA,1,90,12,"EL",395,0.41790293589145,"EL","Eligible","Hispanic","en","ES"
"212",212,212,"Y",999,3,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,9,80,73,75,NA,1,94,9,"EL",178,-0.0321102978609377,"EL","Eligible","Hispanic","en","ES"
"213",213,213,"Y",999,1,1,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,9,111,95,93,NA,1,101,9,"EL",328,1.40987585656098,"EL","Eligible","Hispanic","en","ES"
"214",214,214,"Y",700,3,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,94,116,100,NA,1,92,9,"EO",NA,0.708601094323808,"EO","Eligible","Hispanic","en","EO"
"215",215,215,"Y",999,1,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,9,83,80,76,NA,1,98,9,"EO",NA,-0.221200505875413,"EO","Eligible","Hispanic","en","EO"
"216",216,216,"Y",999,3,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,102,107,93,NA,1,89,9,"EO",NA,0.719452136301732,"EO","Eligible","Hispanic","en","EO"
"217",217,217,"Y",700,2,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,9,113,116,102,NA,1,89,9,"EO",NA,0.591889293821522,"EO","Eligible","Hispanic","en","EO"
"218",218,218,"Y",700,3,0,NA,0,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,9,117,121,103,NA,1,98,9,"EO",NA,1.27583218351608,"EO","Eligible","Hispanic","en","EO"
"219",219,219,"Y",700,3,1,NA,1,3,1.20032867710781,"en",0.875,0.875,9,102,116,100,NA,1,95,9,"EL",381,1.19823052353224,"EL","Eligible","Hispanic","en","ES"
"220",220,220,"Y",700,2,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,9,78,89,74,NA,1,96,9,"EO",NA,-0.415452513500045,"EO","Eligible","Hispanic","en","EO"
"221",221,221,"Y",999,2,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,9,94,100,88,NA,1,93,9,"EO",NA,1.29277562753948,"EO","Eligible","Hispanic","en","EO"
"222",222,222,"Y",999,3,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,90,106,84,NA,1,100,9,"EO",NA,0.777158506579053,"EO","Eligible","Hispanic","en","EO"
"223",223,223,"Y",999,2,1,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,9,80,95,77,NA,1,96,9,"EL",298,1.37037728752332,"EL","Eligible","Hispanic","en","ES"
"224",224,224,"Y",999,1,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,100,110,42,NA,1,101,9,"EL",362,-0.102095136148358,"EL","Eligible","Hispanic","en","ES"
"225",225,225,"Y",700,0,0,NA,1,3,1.69560932215827,"en",0.958333333333333,0.958333333333333,9,95,111,98,NA,1,92,9,"EO",NA,1.83532882459355,"EO","Ineligible","Hispanic","en","EO"
"226",226,226,"Y",700,2,1,NA,1,2,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,84,92,77,NA,1,95,9,"EL",427,0.181540175873355,"EL","Eligible","Hispanic","en","ES"
"227",227,227,"Y",700,1,0,NA,0,NA,1.20032867710781,"en",0.875,0.875,9,97,103,99,NA,1,97,9,"EO",NA,1.103685419525,"EO","Eligible","Hispanic","en","EO"
"228",228,228,"Y",700,3,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,9,84,97,79,NA,1,91,9,"EL",262,-1.18872003573246,"EL","Eligible","Hispanic","en","ES"
"229",229,229,"N",700,0,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,100,97,96,NA,1,91,9,"EO",NA,1.20261147461162,"EO","Ineligible","Not Hispanic","en","EO"
"230",230,230,"Y",999,2,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,83,100,84,NA,1,91,9,"EL",365,0.242285499710067,"EL","Eligible","Hispanic","en","ES"
"231",231,231,"Y",700,2,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,9,72,100,75,NA,1,95,9,"EO",NA,1.41764983952694,"EO","Eligible","Hispanic","en","EO"
"232",232,232,"Y",700,3,0,NA,0,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,74,74,84,NA,1,91,9,"EO",NA,0.370630383887831,"EO","Eligible","Hispanic","en","EO"
"233",233,233,"Y",700,3,0,NA,0,NA,1.20032867710781,"en",0.875,0.875,9,106,96,87,NA,1,99,9,"EO",NA,1.00914031551776,"EO","Eligible","Hispanic","en","EO"
"234",234,234,"Y",700,3,0,NA,NA,NA,-0.216866240744262,"en",0.458333333333333,0.458333333333333,9,89,109,84,NA,1,91,9,"EO",NA,-0.0298741863053591,"EO","Eligible","Hispanic","en","EO"
"235",235,235,"Y",999,0,0,NA,0,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,87,92,94,NA,1,93,9,"EO",NA,0.14774039570283,"EO","Ineligible","Hispanic","en","EO"
"236",236,236,"Y",700,0,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,106,110,98,NA,1,98,9,"EO",NA,0.871703610586291,"EO","Ineligible","Hispanic","en","EO"
"237",237,237,"Y",999,3,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,80,79,84,NA,1,88,9,"EO",NA,1.34442913062248,"EO","Eligible","Hispanic","en","EO"
"238",238,238,"Y",700,2,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,9,109,110,100,NA,1,98,9,"EO",NA,1.05641286752138,"EO","Eligible","Hispanic","en","EO"
"239",239,239,"Y",999,0,0,NA,NA,NA,1.33092734205538,"en",0.925,0.925,9,130,109,100,NA,1,95,9,"EO",NA,1.32882918847981,"EO","Ineligible","Hispanic","en","EO"
"240",240,240,"Y",999,3,1,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,9,75,66,81,NA,1,99,9,"EL",324,0.824431058582672,"EL","Eligible","Hispanic","en","ES"
"241",241,241,"Y",700,0,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,9,121,128,135,NA,1,95,9,"EL",433,0.851300772277253,"EL","Ineligible","Hispanic","en","ES"
"242",242,242,"Y",700,3,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,9,129,142,107,NA,1,96,9,"EO",NA,0.804028220273634,"EO","Eligible","Hispanic","en","EO"
"243",243,243,"Y",700,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,77,96,86,NA,1,93,9,"EO",NA,0.530361928287256,"EO","Ineligible","Hispanic","en","EO"
"244",244,244,"Y",999,3,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,9,85,97,84,NA,1,96,9,"EL",394,1.15095797152862,"EL","Eligible","Hispanic","en","ES"
"245",245,245,"Y",700,2,0,NA,0,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,9,81,88,87,NA,1,91,9,"EO",NA,-1.03298639176946,"EO","Eligible","Hispanic","en","EO"
"246",246,246,"Y",700,2,1,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,72,NA,NA,74,1,100,9,"EL",334,0.199454064261924,"EL","Eligible","Hispanic","en","ES"
"247",247,247,"N",700,3,0,NA,0,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,92,78,103,NA,1,94,9,"EO",NA,0.61405599031657,"EO","Eligible","Not Hispanic","en","EO"
"248",248,248,"Y",700,3,0,NA,0,NA,-1.05111553873612,"en",0.25,0.25,9,87,96,88,NA,1,90,9,"EO",NA,-0.816850932293598,"EO","Eligible","Hispanic","en","EO"
"249",249,249,"Y",999,2,1,NA,NA,NA,1.20032867710781,"en",0.875,0.875,9,NA,NA,NA,NA,1,99,9,"EL",315,1.00914031551776,"EL","Eligible","Hispanic","en","ES"
"250",250,250,"Y",999,2,1,NA,NA,NA,-1.21997844620836,"en",0.208333333333333,0.208333333333333,9,69,NA,NA,75,1,93,9,"EL",331,-1.12753149577669,"EL","Eligible","Hispanic","en","ES"
"251",251,251,"Y",999,1,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,9,45,NA,NA,53,1,92,9,"EL",337,0.0624348061463001,"EL","Eligible","Hispanic","en","ES"
"252",252,252,"N",700,2,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,9,72,84,76,NA,1,97,9,"EO",NA,-0.971152335364557,"EO","Eligible","Not Hispanic","en","EO"
"253",253,253,"Y",700,3,1,NA,1,2,0.0552934452711644,"en",0.541666666666667,0.541666666666667,9,92,106,97,NA,1,91,9,"EL",264,0.242285499710067,"EL","Eligible","Hispanic","en","ES"
"254",254,254,"Y",999,1,1,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,9,96,NA,NA,97,1,100,9,"EL",303,0.614938012259159,"EL","Eligible","Hispanic","en","ES"
"255",255,255,"Y",700,0,1,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,9,91,NA,NA,105,1,93,9,"EL",394,1.51219494353418,"EL","Ineligible","Hispanic","en","ES"
"256",256,256,"Y",700,0,0,NA,0,NA,0.310352135375381,"en",0.625,0.625,9,86,102,86,NA,1,89,9,"EO",NA,0.591889293821522,"EO","Ineligible","Hispanic","en","EO"
"257",257,257,"Y",999,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,9,86,95,88,NA,1,88,9,"EO",NA,0.512448039898688,"EO","Ineligible","Hispanic","en","EO"
"258",258,258,"Y",700,0,1,NA,1,2,-0.366081807920853,"en",0.416666666666667,0.416666666666667,9,93,108,95,NA,1,93,9,"EL",368,-0.273634857489188,"EL","Ineligible","Hispanic","en","ES"
"259",259,259,"Y",999,0,1,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,9,83,NA,NA,111,1,93,9,"EL",262,-0.273634857489188,"EL","Ineligible","Hispanic","en","ES"
"260",260,260,"Y",700,2,1,NA,NA,NA,-1.05111553873612,"en",0.25,0.25,9,63,NA,NA,73,1,99,9,"EL",190,-1.24230390032617,"EL","Eligible","Hispanic","en","ES"
"261",261,261,"Y",999,0,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,96,106,NA,NA,1,94,9,"EO",NA,0.483089376283637,"EO","Ineligible","Hispanic","en","EO"
"262",262,262,"Y",999,2,1,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,9,86,NA,NA,111,1,98,9,"EL",446,0.424965782302095,"EL","Eligible","Hispanic","en","ES"
"263",263,263,"Y",999,2,1,NA,NA,NA,-0.526523392141513,"en",0.375,0.375,9,80,NA,NA,85,1,90,9,"EL",219,-0.292258785698991,"EL","Eligible","Hispanic","en","ES"
"264",264,264,"Y",600,1,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,9,92,84,89,NA,1,94,9,"EO",NA,0.483089376283637,"EO","Eligible","Hispanic","en","EO"
"265",265,265,"N",600,3,0,NA,NA,NA,0.682889073528577,"en",0.775,0.78125,15,103,101,89,NA,1,94,10,"EO",NA,0.728063471956623,"EO","Eligible","Not Hispanic","en","EO"
"266",266,266,"N",600,3,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,15,83,95,88,NA,1,94,10,"EO",NA,1.14706515207717,"EO","Eligible","Not Hispanic","en","EO"
"267",267,267,"Y",700,3,1,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,15,NA,NA,NA,NA,1,91,10,"EL",313,-1.44437341263701,"EL","Eligible","Hispanic","en","ES"
"268",268,268,"Y",700,3,1,NA,NA,NA,-2.28901058068195,"en",0.2,0.25,15,69,84,85,NA,1,92,10,"EL",168,-2.14929107824667,"EL","Eligible","Hispanic","en","ES"
"269",269,269,"N",600,3,0,NA,NA,NA,-1.12122138764408,"en",0.375,0.40625,15,109,99,93,NA,1,88,10,"EO",NA,-0.79241167719432,"EO","Eligible","Not Hispanic","en","EO"
